Id,Title,Magazines publications,Book publications,Post-conference publications,Equipment,Equipment cost,Equipment count,Manager,Managers title,Unit,Voivodeship
2015/17/N/ST8/01782,Hybrydowa metoda optymalizacyjna wykorzystująca algorytmy rojowe oraz metodę Neldera-Meada jako metoda poprawy sprawności Mikrotubiny ORC,0,0,0,,0,0,Łukasz Witanowski,mgr inż.,Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN,pomorskie
2015/17/N/ST8/02272,Ocena zdolności do absorpcji wodoru stopów wieloskładnikowych Ti-Cr-Fe-V wytwarzanych laserową techniką przyrostową LENS,0,0,0,,0,0,Katarzyna Witek,mgr inż.,"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego, Wydział Nowych Technologii i Chemii, Wydział Nowych Technologii i Chemii",mazowieckie
2015/17/N/ST8/02716,Nowe metody eksperymentalne do badania zjawiska konwekcyjnej wymiany ciepła,0,0,0,,0,0,Hubert Denda,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny, Wydział Chemiczny",pomorskie
2015/17/N/ST9/03554,Analiza pola magnetycznego oraz rekoneksji magnetycznej w zewnętrznym otoczeniu heliosfery.,0,0,0,,0,0,Przemysław Figura,mgr,Centrum Badań Kosmicznych PAN,mazowieckie
2015/17/N/ST9/03556,Badanie polaryzacji fotonów gamma pochodzących z rozbłysków gamma na podstawie symulacji komputerowych detekcji fotonów w eksperymencie satelitarnym POLAR,0,0,0,,0,0,Anna Zwolińska,mgr inż.,Narodowe Centrum Badań Jądrowych,mazowieckie
2015/19/N/ST1/02661,Nierówności dla wektorów log-wklęsłych,0,0,0,,0,0,Marta Strzelecka,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2015/19/N/ST10/01499,"Geneza, właściwości oraz funkcje w środowisku Planosoli na obszarze południowo-zachodniej Polski",0,0,0,,0,0,Elżbieta Musztyfaga,mgr inż.,"Uniwersytet Przyrodniczy we Wrocławiu, Wydział Przyrodniczo-Technologiczny, Wydział Przyrodniczo-Technologiczny",dolnośląskie
2015/19/N/ST10/01527,"Paleontologia, tafonomia i środowisko sedymentacji utworów dolnego famenu w kamieniołomie Kowala (Góry Świętokrzyskie)",5,0,1,,0,0,Krzysztof Broda,mgr,"Uniwersytet Śląski w Katowicach, Wydział Nauk o Ziemi",śląskie
2015/19/N/ST10/01659,Zdalna identyfikacja zmian koncentracji zawiesiny węglanowej w fiordach Spitsbergenu.,0,0,0,,0,0,Katarzyna Dragańska,mgr,Instytut Oceanologii Polskiej Akademii Nauk,pomorskie
2015/19/N/ST3/01044,Zależność Elektronowych i Strukturalnych Właściwości Interfazy Metalu i Donorwo - Akceptorowej Warstwy Molekularnej od Kompozycji Warstwy,0,0,0,,0,0,Agata Sabik,mgr,"Uniwersytet Wrocławski, Wydział Fizyki i Astronomii",dolnośląskie
2015/19/N/ST3/02171,Algorytmy memetyczne do badania dyfuzji liganda w elektronowym stanie wzbudzonym w skondensowanej materii biologicznej,4,0,0,,0,0,Jakub Rydzewski,mgr inż.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",kujawsko-pomorskie
2015/19/N/ST4/00379,Zastosowanie nanocząstek metalicznych w technice LDI MS oraz obrazowaniu spektrometrią mas,0,0,0,,0,0,Justyna Sekuła,mgr inż.,"Politechnika Rzeszowska im. Ignacego Łukasiewicza, Wydział Chemiczny, Wydział Chemiczny",podkarpackie
2015/19/N/ST4/00407,"Oddziaływanie oligonukleotydowych sond fluorescencyjnych, z monowarstwą Langmuira, zawierającą nanoklastery srebra (Ag NCs), na granicy faz woda/powietrze.",1,0,3,,0,0,Angelika Świtalska,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii",wielkopolskie
2015/19/N/ST4/03917,Wykorzystanie techniki olfaktometrii terenowej i techniki GCxGC-TOFMS do oceny uciążliwości zapachowej powietrza atmosferycznego w województwie pomorskim.,0,0,0,,0,0,Paulina Lewkowska,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny, Wydział Chemiczny",pomorskie
2015/19/N/ST5/00501,Katalizatory platynowo-srebrowe na nośnikach krzemionkowych i nioborzemianowych efektywne w niskotemperaturowym utlenianiu metanolu.,0,0,0,,0,0,Joanna Wiśniewska,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii, Wydział Chemii",wielkopolskie
2015/19/N/ST5/00533,Hybrydowe materiały półprzewodnikowe na bazie związków koordynacyjnych zawierających jod.,0,0,0,,0,0,Ewelina Wlaźlak,mgr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Akademickie Centrum Materiałów i Nanotechnologii, Akademickie Centrum Materiałów i Nanotechnologii",małopolskie
2015/19/N/ST5/00826,"Synteza niepłaskich heterocyklicznych analogów węglowodorów aromatycznych zawierających rdzeń 1,4-dihydropirolo[3,2-b]pirolu",6,0,0,,0,0,Maciej Krzeszewski,mgr inż.,Instytut Chemii Organicznej Polskiej Akademii Nauk,mazowieckie
2015/19/N/ST6/01191,Metody programowania rozproszonych systemów rekonfigurowalnych.,0,0,0,,0,0,Joanna Kupis,mgr inż.,"Politechnika Łódzka, Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki, Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki",łódzkie
2015/19/N/ST7/01202,Badanie zależności rekombinacji początkowej jonów od liniowego przekazania energii w komorach rekombinacyjnych.,2,0,0,,0,0,Maciej Maciak,mgr inż.,"Politechnika Warszawska, Wydział Mechatroniki",mazowieckie
2015/19/N/ST7/01506,"Trójwymiarowe obrazowanie radarowe z syntetyczną aperturą wykorzystujące optymalizowaną, złożoną trajektorię ruchu nośnika radaru",0,0,2,,0,0,Jędrzej Drozdowicz,mgr inż.,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych",mazowieckie
2015/19/N/ST7/01508,Ograniczenie prądów upływności w wysokotemperaturowych strukturach barierowych InAsSb na podłożach GaAs otrzymanych metodą MBE,0,0,0,,0,0,Krystian Michalczewski,mgr inż.,"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego, Wydział Nowych Technologii i Chemii, Wydział Nowych Technologii i Chemii",mazowieckie
2015/19/N/ST7/03078,Bezczujnikowa identyfikacja uszkodzeń mechanicznych w wielofazowym układzie napędowym z filterem sinusoidalym,0,0,0,,0,0,Patryk Strankowski,mgr inż.,"Politechnika Gdańska, Wydział Elektrotechniki i Automatyki, Wydział Elektrotechniki i Automatyki",pomorskie
2015/19/N/ST8/03901,Mechanizmy przemian fazowych w procesie laserowego wytwarzania przyrostowego elementów ze stali 316L,0,0,0,,0,0,Michał Ziętala,mgr inż.,"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego, Wydział Nowych Technologii i Chemii",mazowieckie
2015/19/N/ST8/03909,"Badanie zjawiska wyładowań niezupełnych w oleju elektroizolacyjnym w oparciu o jednoczesne wykorzystanie metod pomiarowych elektrycznej, emisji akustycznej i UHF",0,0,0,,0,0,Michał Kunicki,mgr inż.,"Politechnika Opolska, Wydział Elektrotechniki, Automatyki i Informatyki, Wydział Elektrotechniki, Automatyki i Informatyki",opolskie
2015/19/N/ST8/03928,Supertwarde cienkie warstwy z borków wolframu- wpływ mikrostruktury i składu chemicznego na własności fizyko- chemiczne.,0,0,0,,0,0,Justyna Chrzanowska,mgr inż.,Instytut Podstawowych Problemów Techniki Polskiej Akademii Nauk,mazowieckie
2016/21/N/ST1/01496,Operatory maksymalne,3,0,0,,0,0,Dariusz Kosz,mgr,"Politechnika Wrocławska, Wydział Matematyki",dolnośląskie
2016/21/N/ST1/02594,Ostre progi prawdopodobieństwa dla zerowania grup kohomologii,0,0,0,,0,0,Tomasz Odrzygóźdź,mgr,Instytut Matematyczny Polskiej Akademii Nauk,mazowieckie
2016/21/N/ST1/02599,"Wielowymiarowe sito Selberga, k-krotki liczb prawie pierwszych oraz liczby pierwsze w postępach arytmetycznych",0,0,0,,0,0,Paweł Karasek,mgr,Instytut Matematyczny Polskiej Akademii Nauk,mazowieckie
2016/21/N/ST10/00463,Minerały V i Ba z pseudowollastonitowych paralaw Kompleksu Hatrurim z Izraela i Autonomii Palestyńskiej.,1,0,7,,0,0,Arkadiusz Krzątała,mgr,"Uniwersytet Śląski w Katowicach, Wydział Nauk o Ziemi",śląskie
2016/21/N/ST10/02193,Geneza Jeziora Nowowarpieńskiego oraz rekonstrukcja jego rozwoju naturalnego w odniesieniu do głównych przemian środowiska w późnym glacjale i holocenie.,0,0,0,,0,0,Agnieszka Strzelecka,mgr,"Uniwersytet Szczeciński, Wydział Nauk o Ziemi",zachodniopomorskie
2016/21/N/ST2/00334,Dokładne i precyzyjne obliczenia kształtów linii widmowych tlenku węgla zaburzonego argonem oraz ich weryfikacja metodą niwelacji wpływu funkcji aparaturowej,1,0,0,,0,0,Grzegorz Kowzan,mgr inż.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",kujawsko-pomorskie
2016/21/N/ST4/00172,Porfirynowe kompleksy manganu jako katalizatory w reakcjach degradacji modelowych zanieczyszczeń organicznych,0,0,0,,0,0,Magdalena Procner,mgr,"Uniwersytet Jagielloński, Wydzial Chemii",małopolskie
2016/21/N/ST4/03559,"Reakcja redukcji ditlenku węgla zachodząca na nanostrukturach metalicznych, otrzymanych za pomocą miejscowej elektrorafinacji.",0,0,0,,0,0,Magdalena Michalak,mgr inż.,Instytut Chemii Fizycznej Polskiej Akademii Nauk,mazowieckie
2016/21/N/ST5/00864,Nanoteranostyki dedykowane celowanym terapiom przeciwnowotworowym: Nowe magnetyczne hybrydowe materiały węglowe - synteza i charakterystyka,10,0,0,,0,0,Artur Kasprzak,mgr inż.,"Politechnika Warszawska, Wydział Chemiczny",mazowieckie
2016/21/N/ST5/00883,"Fluorescencyjne biosensory oparte na kropkach kwantowych i zasadach purynowych/pirymidynowych - synteza, właściwości i potencjalne zastosowanie",2,0,0,"Urynometr, Dysk zewnętrzny, Mieszadło magnetyczne z grzaniem",6491,3,Łucja Rodzik-Czałka,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2016/21/N/ST5/00907,"Wpływ czynników strukturalnych na oddziaływania ferromagnetyczne w oligomerach aminokarbazolowych; projektowanie, obliczenia DFT, synteza i badanie właściwości fizykochemicznych",1,0,0,Rotacyjna wyparka rotacyjna,11931,1,Łukasz Skórka,mgr,"Politechnika Warszawska, Wydział Chemiczny",mazowieckie
2016/21/N/ST5/03068,Jonowe paramagnetyczne ciekłe kryształy do badań fotowoltaicznych,1,0,0,,0,0,Sylwia Ciastek-Iskrzycka,mgr,"Uniwersytet Łódzki, Wydział Chemii",łódzkie
2016/21/N/ST5/03332,Wytwarzanie i charakteryzacja dwuwymiarowych warstw dwusiarczku molibdenu,0,0,0,,0,0,Jan Sobieski,mgr inż.,"Politechnika Warszawska, Wydział Fizyki",mazowieckie
2016/21/N/ST7/01618,Miniaturowe źródła mikroplazmy wykonane z ceramiki LTCC - technologia i właściwości,0,0,0,,0,0,Jan Macioszczyk,mgr inż.,"Politechnika Wrocławska, Wydział Elektroniki Mikrosystemów i Fotoniki, Wydział Elektroniki Mikrosystemów i Fotoniki",dolnośląskie
2016/21/N/ST7/02351,Analiza topologii drzewa naczyniowego nerki,0,0,2,,0,0,Katarzyna Heryan,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej",małopolskie
2016/21/N/ST8/01319,Wykorzystanie własności magnetycznych nanopłynów do intensyfikacji wymiany ciepła,0,0,1,,0,0,Aleksandra Roszko,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Energetyki i Paliw",małopolskie
2016/21/N/ST8/01868,Innowacyjne materiały hybrydowe zawierające nanocząstki magnetyczne jako membrany do separacji mieszanin ciekłych,0,0,0,,0,0,Małgorzata Gnus,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2016/21/N/ST8/01871,Wpływ domieszkowania na proces separacji tlenu na membranach z polialkilotiofenu,0,0,0,,0,0,Kinga Kępska,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2016/21/N/ST8/01879,Stymulacja intensywności namnażania Chlorella vulgaris poprzez zastosowanie produktów beztlenowego oczyszczania ścieków mleczarskich,0,0,0,,0,0,Karolina Szwarc,mgr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Nauk o Środowisku",warmińsko-mazurskie
2016/21/N/ST8/02390,Nabieganie fali na brzeg - adaptacja i weryfikacja istniejących modeli matematycznych. Opracowanie empirycznej formuły własciwej dla brzegów południowego Bałtyku.,0,0,0,,0,0,Michał Morawski,mgr inż.,Instytut Budownictwa Wodnego Polskiej Akademii Nauk,pomorskie
2016/21/N/ST8/02945,Zależność między morfologią i właściwościami pianek węglowych a warunkami procesu ich otrzymywania.,0,0,0,,0,0,Bogumiła Kumanek,dr inż.,Centrum Materiałów Polimerowych i Węglowych Polskiej Akademii Nauk,śląskie
2016/21/N/ST8/03555,Mechanizm zużycia przez tarcie i powstawania tribofilmu na materiałach spiekanych na osnowie niklu z dodatkiem samosmarującym,1,0,0,,0,0,Mateusz Kotkowiak,mgr inż.,"Politechnika Poznańska, Wydział Budowy Maszyn i Zarządzania",wielkopolskie
2016/23/N/ST1/01189,Problemy wyjścia dla odbitych procesów Levy'ego w wycenie kontraktów finansowo-ubezpieczeniowych,0,0,0,,0,0,Joanna Tumilewicz,mgr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",dolnośląskie
2016/23/N/ST1/03209,Grupy homologii przestrzeni konfiguracyjnych dla cząstek na grafach,2,0,0,,0,0,Tomasz Maciążek,mgr,Centrum Fizyki Teoretycznej Polskiej Akademii Nauk,mazowieckie
2016/23/N/ST10/00350,Zróżnicowanie diagenetyczne skał wapienia cechsztyńskiego (Ca1) w rejonie wału wolsztyńskiego w świetle zmian batymetrii zbiornika sedymentacyjnego,1,0,4,,0,0,Adam Fheed,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Geologii, Geofizyki i Ochrony Środowiska",małopolskie
2016/23/N/ST4/01013,Opracowanie potencjału typu ReaxFF z ładunkami niejawnymi do opisu oddziaływań w układach organicznych,1,0,0,,0,0,Michał Kański,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2016/23/N/ST4/01020,Pasywne wytwarzanie monodyspersyjnych emulsji podwójnych w układach mikroprzepływowych.,2,0,1,,0,0,Adam Opalski,mgr inż.,Instytut Chemii Fizycznej Polskiej Akademii Nauk,mazowieckie
2016/23/N/ST4/01601,Badanie mechanizmu i efektów oddziaływania błon lipidowych z związkami chromu-VI przy pomocy spektroskopii rentgenowskiej oraz metod komplementarnych.,1,0,0,,0,0,Michał Nowakowski,mgr,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego Polskiej Akademii Nauk,małopolskie
2016/23/N/ST4/02556,"Nowe aniony superhalogenowe - struktury, właściwości i potencjalne zastosowania",2,0,0,,0,0,Marcin Czapla,dr,"Uniwersytet Gdański, Wydział Chemii",pomorskie
2016/23/N/ST5/00054,Unikalne strukturalnie barwniki o pi-rozszerzonej powierzchni zawierające rdzeń dipirolonaftyrydynodionu,5,0,0,,0,0,Bartłomiej Sadowski,mgr inż.,Instytut Chemii Organicznej Polskiej Akademii Nauk,mazowieckie
2016/23/N/ST5/00063,Synteza materiałów 3D opartych na grafenie przy użyciu reakcji metatezy olefin.,0,0,0,,0,0,Samanta Witomska,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii",wielkopolskie
2016/23/N/ST5/00101,Synteza różnorodnych alkaloidopodobnych pochodnych piperdyny jako nowych struktur wiodących potencjalnych leków,1,0,0,,0,0,Tomasz Idzik,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej",zachodniopomorskie
2016/23/N/ST5/02036,"Badania nad syntezą i właściwościami nowych monomerów organicznych opartych o jednostki 1,2,4-triazolowe",0,0,0,,0,0,Monika Olesiejuk,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2016/23/N/ST5/02716,Cykliczne aminoalkohole jako pomocniki chiralne w syntezie enancjomerycznie czystych P-stereogennych fosfin i ich pochodnych,0,0,0,,0,0,Adam Włodarczyk,mgr,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Chemii",lubelskie
2016/23/N/ST6/02076,Rozwój metod deep learningu jako narzędzia wsparcia analizy mikroskopowych obrazów patomorfologicznych,2,0,2,,0,0,Żaneta Świderska-Chadaj,dr inż.,"Politechnika Warszawska, Wydział Elektryczny",mazowieckie
2016/23/N/ST7/01361,Analiza morfometrii ludzkiego naskórka na zdjęciach histopatologicznych,0,0,1,,0,0,Paweł Kłeczek,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej",małopolskie
2016/23/N/ST7/01591,Wytwarzanie i badanie piezorezystywnych przyrządów NEMS wykonanych technologiami FIB/SEM,0,0,0,,0,0,Piotr Kunicki,mgr inż.,"Politechnika Wrocławska, Wydział Elektroniki Mikrosystemów i Fotoniki",dolnośląskie
2016/23/N/ST8/00991,"Procesy wydzieleniowe w stopach Mg-Bi oraz Mg-Bi-X (X=Zn, Mn, Ca) umacnianych fazami w postaci płytek na płaszczyznach pryzmatycznych komórki krystalicznej Mg",1,0,2,,0,0,Bartłomiej Dybowski,mgr inż.,"Politechnika Śląska, Wydział Inżynierii Materiałowej i Metalurgii",śląskie
2016/23/N/ST8/01512,Opracowanie strukturalnego katalizatora do rozkładu N2O na podstawie funkcjonalnej korelacji: skład-morfologia-działanie,2,0,0,,0,0,Sylwia Wójcik,mgr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2016/23/N/ST8/02044,"Wpływ modyfikacji powierzchni tytanu na proces mineralizacji kości, w zastosowaniach w otolaryngologii",0,0,1,,0,0,Donata Kuczyńska-Zemła,mgr inż.,"Politechnika Warszawska, Wydział Inżynierii Materiałowej",mazowieckie
2016/23/N/ST8/03789,Nanomechaniczne właściwości laserowo modyfikowanych azotków żelaza wytworzonych na stali średniowęglowej w procesie azotowania gazowego,0,0,0,,0,0,Dominika Panfil-Pryka,mgr inż.,"Politechnika Poznańska, Wydział Budowy Maszyn i Zarządzania",wielkopolskie
2016/23/N/ST8/03811,Eksperymentalna weryfikacja występowania modów samowzbudnych w strudze osiowosymetrycznej,0,0,0,,0,0,Agnieszka Pawłowska,mgr inż.,"Politechnika Częstochowska, Wydział Inżynierii Mechanicznej i Informatyki",śląskie
2016/23/N/ST9/02963,Ewolucja i historia formowania się populacji gwiazdowych w czerwonych galaktykach pasywnych.,1,0,3,,0,0,Małgorzata Siudek,dr inż.,Narodowe Centrum Badań Jądrowych,mazowieckie
2017/25/N/ST1/00459,Silne kliki w grafach,1,0,0,,0,0,Małgorzata Śleszyńska-Nowak,mgr inż.,"Politechnika Warszawska, Wydział Matematyki i Nauk Informacyjnych",mazowieckie
2017/25/N/ST10/00772,Osady laminowane jako wskaźnik pojawienia się warunków beztlenowych w jeziorach północnej Polski,0,0,0,,0,0,Anna Poraj-Górska,mgr,"Uniwersytet Gdański, Wydział Oceanografii i Geografii",pomorskie
2017/25/N/ST10/02305,Mineralogia i skład chemiczny zewnętrznych szkieletów bentosowych bezkręgowców z Morza Bałtyckiego jako wkład do zrozumienia procesu biomineralizacji (LOGGER),0,0,0,,0,0,Anna Piwoni-Piórewicz,mgr,Instytut Oceanologii Polskiej Akademii Nauk,pomorskie
2017/25/N/ST10/02501,Tempo ekshumacji wysokociśnieniowego kompleksu Vestgötabreen na Svalbardzie,0,0,0,,0,0,Christopher Barnes,mgr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Geologii, Geofizyki i Ochrony Środowiska",małopolskie
2017/25/N/ST2/00580,Badanie struktury elektromagnetycznej hiperonów.,0,0,1,,0,0,Krzysztof Nowakowski,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2017/25/N/ST3/02412,Wpływ oddziaływania matryca-domieszka na własności optyczne jonów Mn4+ w kryształach nieorganicznych.,2,0,0,,0,0,Tadeusz Leśniewski,mgr inż.,"Uniwersytet Gdański, Wydział Matematyki, Fizyki i Informatyki",pomorskie
2017/25/N/ST4/02389,Studium porównawcze technik PASSIL i POCIS w monitoringu wybranych farmaceutyków w środowisku wodnym.,0,0,0,,0,0,Hanna Męczykowska,mgr,"Wydział Chemii, Wydział Chemii",pomorskie
2017/25/N/ST4/02440,NO2-SWITCH: Badania fotokrystalograficzne przełączalnych nitrowych kompleksów metali przejściowych okresu 4.,0,0,0,,0,0,Sylwia Kutniewska,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2017/25/N/ST5/00451,Synteza i charakterystyka nowych polimerów supramolekularnych na bazie sfunkcjonalizowanych aminokwasami platform organicznych,1,0,0,,0,0,Grzegorz Markiewicz,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii",wielkopolskie
