Id,Title,Magazines publications,Book publications,Post-conference publications,Equipment,Equipment cost,Equipment count,Manager,Managers title,Unit,Voivodeship
2013/09/N/ST7/02705,Sterowanie napędów elektrycznych o złożonej strukturze mechanicznej,2,0,4,"Układ sterowania dla elektrycznego układu napędowego, Przekształtnik energoelektroniczny",19679,2,Dominik Łuczak,dr inż.,"Politechnika Poznańska, Wydział Elektryczny",wielkopolskie
2013/09/N/ST8/02055,Praca rozproszonych źródeł energii -- strategie sterowania oparte o sztuczne sieci neuronowe,2,0,3,komputer osobisty,5793,1,Łukasz Szabłowski,mgr inż.,"Politechnika Warszawska, Wydział Mechaniczny Energetyki i Lotnictwa",mazowieckie
2013/11/N/ST8/01357,Ocena wpływu parametrów procesu elektroforetycznego osadzania nanorurek na właściwości otrzymywanych materiałów kompozytowych,5,0,4,"Komora rękawicowa, Komputer stacjonarny z programem do analizy danych",29980,2,Aleksandra Benko,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Materiałowej i Ceramiki",małopolskie
2013/09/N/ST4/00323,Nowe oblicza solwatochromizmu: Absorpcja dwukwantowa układów molekularnych i nanostruktur w fazie skondensowanej.,3,0,0,,0,0,Małgorzata Wielgus,dr inż.,"Politechnika Wrocławska, Wydział Chemiczny",dolnośląskie
2013/09/N/ST2/02180,Rozwój systemu analizy sygnałów dla detektorów słomkowych spektrometru PANDA,2,0,1,"Laptop PC, Akcesoria komputerowe",4515,2,Paweł Strzempek,mgr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",małopolskie
2014/13/N/ST5/01765,"Rezorcynareny o rozszerzonym chromoforze - synteza, własności optyczne i możliwości zastosowania.",1,0,0,Komputer PC,2654,1,Michał Wierzbicki,mgr inż.,Instytut Chemii Organicznej PAN,mazowieckie
2013/11/N/ST4/01547,"Analiza porównawcza widm FTIR i chromatogramów uzyskanych techniką Py-GC/MS dla materiałów polimerowych, wsparta metodami redukcji wymiarowości danych wielowymiarowych.",3,0,0,,0,0,Agnieszka Martyna,dr inż.,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2013/11/N/ST5/01296,Badania strukturalne i termodynamiczne kompleksów awidyny z luminescencyjnymi oraz metalocenowymi pochodnymi biotyny,3,0,0,"Komputer ze stacją graficzną 3D, Zestaw do mrożenia i transportu kryształów",24600,2,Paweł Strzelczyk,mgr inż.,"Politechnika Łódzka, Wydział Biotechnologii i Nauk o Żywności",łódzkie
2013/11/N/ST8/00212,Modelowanie sieci metabolicznej Aspergillus terreus z uwzględnieniem procesów biosyntezy metabolitów wtórnych,5,0,1,AntiBase 2013 - baza danych do identifikacji metabolitów wtórnych,16270,1,Tomasz Boruta,dr inż.,"Politechnika Łódzka, Wydział Inżynierii Procesowej i Ochrony Środowiska",łódzkie
2013/11/N/ST4/01837,Polimerowe fazy stacjonarne zawierające nanocząstki srebra i złota w analityce związków biologicznie aktywnych,5,0,0,"pompa do nano-LC, regulator mocy, zestaw filtracyjny (pompka próżniowa + aparat filtracyjny)",13300,3,Damian Grzywiński,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Chemii",kujawsko-pomorskie
2013/11/N/ST10/00335,Podstawowe badania zjawiska optycznie stymulowanej luminescencji (OSL) w celu określenia granic słuszności założenia datowania luminescencyjnego o równoważności naturalnej i laboratoryjnej krzywej wzrostu.,1,0,0,"Drukarka, Oprogramowanie Matlab",4963,2,Natalia Kijek,mgr inż.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",kujawsko-pomorskie
2013/09/N/ST7/02814,Opracowanie i badania algorytmów zarządzania mocą bierną oraz magazynem energii w inteligentnej mikrosieci elektroenergeytcznej.,2,0,3,,0,0,Adam Milczarek,mgr inż.,"Politechnika Warszawska, Wydział Elektryczny",mazowieckie
2013/11/N/ST10/01767,Zastosowanie metody magnetycznej do badania rozprzestrzeniania się zanieczyszczeń antropogenicznych w powiązaniu z parametrami glebowymi i strukturą gleb miejskich w modelowych profilach glebowych.,3,0,7,Laptop,4808,1,Sylwia Dytłow,mgr,Instytut Geofizyki PAN,mazowieckie
2013/09/N/ST1/01839,Analiza równania populacyjnego uwzględniającego strukturę wielkościową populacji i selektywną śmiertelność,0,0,0,,0,0,Jędrzej Jabłoński,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2013/09/N/ST1/04113,Model Cuckera-Smale'a z osobliwą wagą komunikacyjną,4,0,0,"Laptop, Komputer stacjonarny (wraz z monitorem)",4486,2,Jan Peszek,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2013/09/N/ST1/04316,Matematyczna analiza modeli formowania się kolonii bakteryjnych,0,0,0,,0,0,Rafał Celiński,mgr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",dolnośląskie
2013/09/N/ST10/00655,Odtwarzanie procesów magmowych i ewolucji skorupy kontynentalnej w zachodniej części Niżu Polskiego,3,0,1,,0,0,Elżbieta Słodczyk,mgr,"Uniwersytet Wrocławski, Wydział Nauk o Ziemi i Kształtowania Środowiska",dolnośląskie
2013/09/N/ST10/00664,Badania geofizycznych przyczyn zmian współrzędnych środka mas Ziemi oraz altimetrycznych zmian poziomu oceanów.,0,0,0,,0,0,Agnieszka Wnęk,mgr inż.,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie, Wydział Inżynierii Środowiska i Geodezji",małopolskie
2014/15/N/ST2/03451,Badanie funkcji falowej protonu na froncie świetlnym,1,0,0,,0,0,Arkadiusz Trawiński,dr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2013/09/N/ST5/00901,Optymalizacja wzrostu i składu warstw dielektrycznych do zastosowań w strukturach typu n-i-p,1,0,9,,0,0,Sylwia Gierałtowska,dr,Instytut Fizyki PAN,mazowieckie
2013/09/N/ST4/00939,Zastosowanie cieczy jonowych do ekstrakcji biobutanolu z wody,0,0,0,,0,0,Michał Wlazło,mgr inż.,"Politechnika Warszawska, Wydział Chemiczny",mazowieckie
2013/09/N/ST5/00402,Badanie wpływu struktury elektronowej kompleksów metali przejściowych na przebieg tworzenia wiązania C-C pomiędzy cząsteczkami alkinów zawierających polarne grupy funkcyjne.,2,0,7,"Komputer z oprogramowaniem i drukarką, Piec szklany Kugelrohr",32077,2,Paulina Kocięcka,mgr,"Uniwersytet Wrocławski, Wydział Chemii",dolnośląskie
2013/09/N/ST5/02472,Projektowanie i synteza inhibitorów hydrolazy acylopeptydowej jako potencjalnych induktorów apoptozy komórek nowotworowych,0,0,0,,0,0,Maciej Walczak,mgr inż.,"Politechnika Wrocławska, Wydział Chemiczny",dolnośląskie
2013/09/N/ST5/02974,Synteza heterocyklicznych analogów policyklicznych węglowodorów aromatycznych poprzez formalne sprzęganie oksydatywne,4,0,0,,0,0,Kamil Skonieczny,mgr,Instytut Chemii Organicznej PAN,mazowieckie
2014/13/N/ST5/03423,Reakcje 2-nitrozoanilin ze związkami fosforu III i wykorzystanie produktów tych przemian w syntezie azotowych związków heterocyklicznych,5,0,0,,0,0,Emilia Łukasik,mgr,Instytut Chemii Organicznej PAN,mazowieckie
2015/17/N/ST5/01927,Wpływ wysokiego ciśnienia na strukturę i właściwości nieorganiczno-organicznych materiałów porowatych bazujących na cząsteczkach gamma-cyklodekstryny,1,0,0,Komora wysokociśnieniowa z kowadełkami diamentowymi o szerokim kącie otwarcia,11052,1,Ewa Patyk-Kaźmierczak,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii",wielkopolskie
2013/09/N/ST6/03461,Równoległy algorytm memetyczny dla rozwiązywania złożonych problemów transportowych.,0,0,0,,0,0,Jakub Nalepa,mgr inż.,"Politechnika Śląska, Wydział Automatyki, Elektroniki i Informatyki",śląskie
2013/09/N/ST6/04083,Algorytmy ewolucyjne w globalnej indukcji drzew modelowych,5,3,0,Specjalistyczna jednostka obliczeniowa,8706,1,Marcin Czajkowski,dr inż.,"Politechnika Białostocka, Wydział Informatyki",podlaskie
2013/09/N/ST7/04429,Badania charakteryzujące właściwości dyspersyjne nieliniowych włókien mikrostrukturalnych z uwzględnieniem wpływu na efekty nieliniowe,4,0,2,,0,0,Zbigniew Hołdyński,dr inż.,Politechnika Warszawska,mazowieckie
2013/09/N/ST8/00250,Niejednorodność umocnienia odkształceniowego w wielofazowych materiałach utwardzanych wydzieleniowo.,0,0,0,,0,0,Paulina Graca,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Metali i Informatyki Przemysłowej",małopolskie
2014/13/N/ST2/02712,Precyzyjne poprawki do czasu życia próżni w Modelu Standardowym i jego rozszerzeniach,8,0,3,,0,0,Marek Lewicki,mgr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2013/09/N/ST8/04333,Dobór powierzchni odniesienia w pomiarach struktury geometrycznej,0,0,0,,0,0,Przemysław Podulka,mgr inż.,"Politechnika Rzeszowska im. Ignacego Łukasiewicza, Wydział Budowy Maszyn i Lotnictwa",podkarpackie
2015/17/N/ST5/01951,Nowe polimerosomy zbudowane z pary mocnych polielektrolitów blokowych - właściwości i zastosowanie jako nośniki substancji,2,0,0,mieszadło magnetyczne z grzaniem,3886,1,Urszula Kwolek,dr,"Uniwersytet Jagielloński, Wydział Chemii",małopolskie
2014/13/N/ST1/02673,Odpowiedniość Ogusa-Vologodsky'ego dla rozmaitości osobliwych,3,0,0,Laptop,3999,1,Maciej Zdanowicz,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2013/11/N/ST2/04214,Badanie stabilności próżni w modelach z dwoma dubletami pól Higgsa,3,0,0,,0,0,Bogumiła Świeżewska,dr,"Uniwersytet Warszawski, Wydział Fizyki",mazowieckie
2014/15/N/ST5/01980,Cienkie warstwy hydrożelowe-modyfikacja powierzchni elektrod oraz ich elektrochemiczna charakterystyka,3,0,0,"Termostat programowalny, Komputer",23469,2,Klaudia Kaniewska,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2014/15/N/ST1/02124,Zagadnienia spektralne w algebrach Banacha.,4,0,0,Komputer osobisty - laptop.,4999,1,Przemysław Ohrysko,mgr,Instytut Matematyczny PAN,mazowieckie
2013/11/N/ST5/02004,Spektroskopia elektroaktywnych półprzewodników organicznych typu donor-akceptor opartych o rdzeń triazyny,2,0,0,,0,0,Paweł Zassowski,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2013/11/N/ST7/02826,Zjawisko sprzęgania modów Blocha w podfalowych strukturach periodycznych jako nowy trójwymiarowy sposób ograniczenia optycznego w laserach typu VCSEL,5,0,3,,0,0,Marcin Gębski,mgr inż.,"Politechnika Łódzka, Wydział Fizyki Technicznej, Informatyki i Matematyki Stosowanej",łódzkie
2014/15/N/ST5/02919,Materiały typu MOF na bazie jonów chromu (II) i ich reaktywność w procesach redox.,1,0,0,"Komputer typu laptop, Mieszadło magnetyczne, Aparat fotograficzny montowany do mikroskopu optycznego",10744,3,Michał Leszczyński,dr inż.,Instytut Chemii Fizycznej PAN,mazowieckie
2015/17/N/ST2/04034,Zastosowanie układów nowoczesnych detektorów scyntylacyjnych w badaniu własności jąder atomowych za pomocą pomiaru kwantów gamma w eksperymentach ekskluzywnych,1,0,0,,0,0,Barbara Wasilewska,mgr inż.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN,małopolskie
2014/15/N/ST10/00828,Mechanizmy sterujące ewolucją progów morfologicznych Gór Stołowych w świetle badań geomorfologicznych i geofizycznych,9,0,0,,0,0,Filip Duszyński,mgr,"Uniwersytet Wrocławski, Wydział Nauk o Ziemi i Kształtowania Środowiska",dolnośląskie
2013/11/N/ST7/02797,Narzędzie wspomagania histopatologa w analizie tkanek pacjentów z rakiem sutka barwionych immunohistochemicznie z użyciem DAB&H,1,0,3,,0,0,Łukasz Roszkowiak,mgr inż.,Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza PAN,mazowieckie
2014/15/N/ST8/03664,Pomiary lepkości ultracienkich warstw: optymalizacja metody badawczej (NANOVISC),1,0,0,,0,0,Marcin Michałowski,mgr inż.,"Politechnika Warszawska, Wydział Mechatroniki",mazowieckie
2013/11/N/ST10/00804,"Struktura i dynamika warstw przydennych w rejonie Basenu Bornholmskiego, Rynny Słupskiej i Głębi Gdańskiej",0,0,0,,0,0,Daniel Rak,mgr,Instytut Oceanologii Polskiej Akademii Nauk,pomorskie
2013/11/N/ST3/04147,Badanie i optymalizacja transportu nośników w grafenie,0,0,0,,0,0,Tymoteusz Ciuk,mgr inż.,Instytut Technologii Materiałów Elektronicznych,mazowieckie
2014/13/N/ST5/03481,Synteza nowych chiralnych katalizatorów fosforoorganicznych zawierających ugrupowanie boranowe i chalkogenowe i ich zastosowanie w syntezie asymetrycznej.,0,0,0,,0,0,Lidia Madalińska,mgr,Centrum Badań Molekularnych i Makromolekularnych PAN,łódzkie
2013/11/N/ST4/01849,"In situ spektroelektrokonduktometria ESR-UV-Vis-NIR - nowe, unikatowe zestawienie komplementarnych technik elektrochemicznych, spektralnych i elektrycznych dla kompleksowej charakterystyki polimerów przewodzących.",0,0,0,,0,0,Tomasz Jarosz,mgr inż.,"Politechnika Śląska, Wydział Chemiczny",śląskie
2013/11/N/ST5/01365,Charakterystyka biokatalizatorów immobilizowanych w półprzewodnikowych warstwach wytworzonych z wybranych układów heterocyklicznych,0,0,0,,0,0,Agnieszka Jędrychowska,mgr inż.,"Politechnika Wrocławska, Wydział Chemiczny",dolnośląskie
2013/11/N/ST5/01907,"Czujniki chemiczne do selektywnego oznaczania wybranych aminokwasów, wchodzących w skład białek glutenowych, z molekularnie wdrukowanymi polimerami (MIPs) jako selektywnymi warstwami rozpoznającymi.",0,0,0,,0,0,Zofia Iskierko,mgr inż.,Instytut Chemii Fizycznej PAN,mazowieckie
2015/17/N/ST4/03923,"Profilowanie metaboliczne stabilizatorów HIF, agonistów PPAR oraz selektywnych modulatorów receptora androgenowego (SARM) z zastosowaniem układów UPLC-MS/MS",0,0,0,,0,0,Katarzyna Kowalczyk,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2013/11/N/ST5/02723,Połączenie reakcji dynamicznego rozdziału kinetycznego i reakcji metatezy jako nowoczesna metoda syntezy związków enancjomerycznie czystych.,0,0,0,,0,0,Anna Brodzka,mgr inż.,Instytut Chemii Organicznej PAN,mazowieckie
2013/11/N/ST8/01207,Opracowanie wieloskalowego modelu numerycznego do analizy zachowania się materiału w złożonych warunkach odkształcenia plastycznego.,0,0,0,,0,0,Joanna Szyndler,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Metali i Informatyki Przemysłowej",małopolskie
2013/11/N/ST8/01267,Poszukiwanie parametrów pozwalających na optymalizację relaksacji magnetycznych w molekularnych magnetykach.,0,0,0,,0,0,Piotr Konieczny,mgr inż.,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego Polskiej Akademii Nauk,małopolskie
2015/17/N/ST8/02027,Wpływ warunków sieciowania na strukturę i właściwości dwuskładnikowych nanowłókien PCL/żelatyna formowanych z wykorzystaniem rozpuszczalników alternatywnych,0,0,3,,0,0,Judyta Dulnik,mgr inż.,Instytut Podstawowych Problemów Techniki PAN,mazowieckie
2015/17/N/ST10/03182,Rola mikroorganizmów w zasiedlaniu składowisk odpadów pohutniczych przez rośliny oraz ich wpływ na biodostępność pierwiastków śladowych.,1,0,12,,0,0,Sylwia Siebielec,mgr inż.,Instytut Uprawy Nawożenia i Gleboznawstwa - Państwowy Instytut Badawczy,lubelskie
2014/13/N/ST5/01563,Tworzenie nowych materiałów na bazie nanorurek węglowych i polimerów z odwzorowanymi jonami metali (CNT-IIP),4,0,0,,0,0,Karolina Markiewicz,mgr,"Uniwersytet w Białymstoku, Wydział Biologiczno-Chemiczny",podlaskie
2014/15/N/ST10/00825,Akumulacja materiału eolicznego i niweoeolicznego w środowisku peryglacjalnym i glacjalnym na obszarze środkowego Spitsbergenu (dolina Ebby).,0,0,3,,0,0,Krzysztof Rymer,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych",wielkopolskie
2014/13/N/ST1/02521,Definiowalna dynamika topologiczna i o-minimalność,0,0,0,,0,0,Grzegorz Jagiella,mgr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki",dolnośląskie
2014/13/N/ST10/02811,Prąd Benguelski jako bariera hydrologiczna dla ciepłolubnych gatunków morskich okrzemek bentosowych (Bacillariophyceae) u wybrzeży Afryki Południowej,0,0,0,,0,0,Przemysław Dąbek,mgr,"Uniwersytet Szczeciński, Wydział Nauk o Ziemi",zachodniopomorskie
2014/13/N/ST10/02845,Nowy algorytm modelowania obniżeń powierzchni terenu spowodowanych odwodnieniem górotworu,0,0,0,,0,0,Wojciech Witkowski,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Geodezji Górniczej i Inżynierii Środowiska",małopolskie
2014/13/N/ST10/04881,Środowiskowe i technologiczne uwarunkowania doboru surowca drzewnego w polskich grodach i ośrodkach wczesnomiejskich w średniowieczu - analiza ksylologiczna przedmiotów użytkowych,0,0,0,,0,0,Katarzyna Cywa,mgr,Instytut Botaniki im. Władysława Szafera PAN,małopolskie
2014/13/N/ST4/04119,Oddziaływania wiążące aktywatorów w bakteryjnych kinazach adenylanowych,0,0,0,,0,0,Agnieszka Ludwiczak,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Chemii",kujawsko-pomorskie
2014/13/N/ST4/04122,Badanie wpływu saponin na monowarstwy Langmuira jako układy symulujące błony lipidowe.,0,0,0,,0,0,Marta Orczyk,mgr inż.,"Politechnika Warszawska, Wydział Chemiczny",mazowieckie
2014/13/N/ST6/01848,Algorytmy eksploracji strumieni danych z wykorzystaniem technik hybrydowych,0,0,0,,0,0,Maciej Jaworski,mgr inż.,"Politechnika Częstochowska, Wydział Inżynierii Mechanicznej i Informatyki",śląskie
2014/13/N/ST7/01931,Badanie stabilności czasowej superkontinuum w zakresie dyspersji normalnej,0,0,0,,0,0,Bartłomiej Siwicki,mgr inż.,Instytut Technologii Materiałów Elektronicznych,mazowieckie
2014/13/N/ST8/00098,Biomimetyczna matryca hydrożelowa do długoterminowej hodowli komórek,0,0,0,,0,0,Agata Stefanek,mgr inż.,"Politechnika Warszawska, Wydział Inżynierii Chemicznej i Procesowej",mazowieckie
2014/15/N/ST10/00824,"Prognostyczny model troposfery na podstawie danych meteorologicznych, produktów GNSS i Numerycznych Modeli Prognozy Pogody",0,0,0,,0,0,Karina Wilgan,mgr inż.,"Uniwersytet Przyrodniczy we Wrocławiu, Wydział Inżynierii Kształtowania Środowiska i Geodezji, Wydział Inżynierii Kształtowania Środowiska i Geodezji",dolnośląskie
2014/15/N/ST10/04818,Paleobiologia i środowisko życia późnojurajskich kręgowców z okna tafonomicznego Owadów-Brzezinki.,0,0,0,,0,0,Daniel Tyborowski,mgr,Muzeum i Instytut Zoologii PAN,mazowieckie
2014/15/N/ST10/05115,Cysty bruzdnic (Dinoflagellata) jako paleoceanograficzne wskaźniki lodu morskiego. Późnoholoceńska historia środowiska morskiego fiordów Hornsund i Storfjorden (Svalbard).,0,0,0,,0,0,Małgorzata Kucharska,mgr,Instytut Oceanologii Polskiej Akademii Nauk,pomorskie
2014/15/N/ST10/05162,Ocena stopnia wysycenia gleb Polski fosforem z wykorzystaniem dwóch metod oraz wyznaczenie bezpiecznego dla stanu wód poziomu badanych wskaźników,0,0,0,,0,0,Beata Jurga,mgr inż.,Instytut Uprawy Nawożenia i Gleboznawstwa - Państwowy Instytut Badawczy,lubelskie
2014/15/N/ST4/02179,"Efekty relatywistyczne w oddziaływaniach metalofilowych i donorowo-akceptorowych w wybranych kompleksach Cu, Ag i Au. Studium metodami SAPT oraz funkcjonału gęstości elektronowej z podziałem na podukłady",0,0,0,,0,0,Michał Hapka,mgr,"Uniwersytet Warszawski, Wydział Chemii, Wydział Chemii",mazowieckie
2014/15/N/ST4/02285,Badanie aktywności innowacyjnych elektrod grafenowych na bazie zredukowanego tlenku grafenu jako czujników do badań woltamperometrycznych.,0,0,0,,0,0,Mariola Brycht,mgr,"Uniwersytet Łódzki, Wydział Chemii",łódzkie
2014/15/N/ST4/03723,Otrzymywanie magnetycznych materiałów sorpcyjnych na bazie polimerów z odciskiem cząsteczkowym do izolowania i oznaczania zearalenonu z próbek biologicznych,0,0,0,,0,0,Katarzyna Kwaśniewska,mgr,"Uniwersytet Mikołaja Kopernika, Wydział Chemii",kujawsko-pomorskie
2014/15/N/ST5/02939,Synteza i badanie właściwości antyoksydacyjnych nowych analogów sulforafanu.,0,0,0,,0,0,Jakub Cędrowski,mgr,"Uniwersytet Warszawski, Wydział Chemii",mazowieckie
2014/15/N/ST5/03909,Badanie zjawisk transportu jonów w elektrolitach polimerowych oraz polielektrolitach bazujących na poli(tlenku etylenu).,0,0,0,,0,0,Karol Pożyczka,mgr inż.,"Politechnika Warszawska, Wydział Fizyki, Wydział Fizyki",mazowieckie
2014/15/N/ST7/04903,Metoda Monte Carlo do numerycznego badania wielokrotnego rozpraszania światła spójnego i częściowo spójnego,0,0,0,,0,0,Maciej Kraszewski,mgr inż.,"Politechnika Gdańska, Wydział Elektroniki, Telekomunikacji i Informatyki",pomorskie
2014/15/N/ST8/01516,Zjawiska transportowe w procesie oczyszczania membran mikrofiltracyjnych z udziałem płynów w stanie nadkrytycznym,0,0,0,,0,0,Jan Krzysztoforski,mgr inż.,"Politechnika Warszawska, Wydział Inżynierii Chemicznej i Procesowej, Wydział Inżynierii Chemicznej i Procesowej",mazowieckie
2014/15/N/ST8/03174,Badanie warunków występowania pozytywnego efektu hybrydowego w termoplastycznych kompozytach polimerowych,0,0,0,,0,0,Piotr Franciszczak,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Inżynierii Mechanicznej i Mechatroniki, Wydział Inżynierii Mechanicznej i Mechatroniki",zachodniopomorskie
2015/17/N/ST1/02327,Rezidua Jeffrey-Kirwan w zastosowaniu do ekwiwariantnego homomorfizmu Gysina,0,0,0,,0,0,Magdalena Zielenkiewicz,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2015/17/N/ST10/03121,ródła i poziomy skażeń promieniotwórczych w porostach i mchach z obszrów lądowych zachodniej Arktyki,0,0,0,,0,0,Anna Cwanek,mgr,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN,małopolskie
2015/17/N/ST10/03177,"Badanie zróżnicowania ładunków zanieczyszczeń antropogenicznych transportowanych w wodach zasilających peryglacjalną rzekę Scotta (Fiord Bellsund, Spitsbergen) przy ich modyfikacji pod wpływem wód opadowych",0,0,0,,0,0,Sara Lehmann,mgr inż.,"Politechnika Gdańska, Wydział Chemiczny, Wydział Chemiczny",pomorskie
2015/17/N/ST2/04047,Między informatyką kwantową a termodynamiką: o dozwolonych termodynamicznych przejściach stan-stan na poziomie kwantowym.,0,0,0,,0,0,Piotr Ćwikliński,mgr inż.,"Uniwersytet Gdański, Wydział Matematyki, Fizyki i Informatyki, Wydział Matematyki, Fizyki i Informatyki",pomorskie
2015/17/N/ST3/02282,Mikroskopia blokady kulombowskiej kropek kwantowych,0,0,0,,0,0,Elżbieta Wach,mgr inż.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Fizyki i Informatyki Stosowanej, Wydział Fizyki i Informatyki Stosowanej",małopolskie
2015/17/N/ST3/02361,Struktura nanokrystaliczna izolatorów Kondo i jej wpływ na własności termoelektryczne.,0,0,0,,0,0,Piotr Witas,mgr,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii, Wydział Matematyki, Fizyki i Chemii",śląskie
2015/17/N/ST4/03828,Elektrosorpcja wodoru w hybrydowych układach redoks,0,0,0,,0,0,Jakub Menzel,mgr inż.,"Politechnika Poznańska, Wydział Technologii Chemicznej, Wydział Technologii Chemicznej",wielkopolskie
2015/17/N/ST4/03930,Optoelektroniczne detektory fluorymetryczne kompatybilne z mikrofluidycznymi systemami analitycznymi ¨Lab on Paper¨.,0,0,0,,0,0,Marta Fiedoruk-Pogrebniak,mgr,"Uniwersytet Warszawski, Wydział Chemii, Wydział Chemii",mazowieckie
2015/17/N/ST5/01960,Biokompatybilne nanokapsuły polimerowe jako nośniki leków przeciwnowotworowych,0,0,0,,0,0,Joanna Szafraniec,dr,"Uniwersytet Jagielloński, Wydział Chemii, Wydział Chemii",małopolskie
2015/17/N/ST5/02006,"Wpływ grup sąsiadujących i nukleofilowości reszt aminowych na przebieg reakcji trójskładnikowej kondensacji diamin, ortomrówczanu trietylu i fosforynu dietylowego",0,0,0,,0,0,Patrycja Miszczyk,mgr inż.,"Politechnika Wrocławska, Wydział Chemiczny, Wydział Chemiczny",dolnośląskie
2015/17/N/ST5/02838,Etynylowe kompleksy irydu(III) i platyny(II) - synteza i właściwości fotofizyczne,0,0,0,,0,0,Grażyna Szafraniec-Gorol,mgr inż.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii, Wydział Matematyki, Fizyki i Chemii",śląskie
2015/17/N/ST5/03072,Optymalizacja struktury substratów do badania enzymów deubikwitynujących przy zastosowaniu metod chemii kombinatorycznej,0,0,0,,0,0,Wioletta Rut,mgr inż.,"Politechnika Wrocławska, Wydział Chemiczny, Zakład Chemii Bioorganicznej, Wydział Chemiczny, Zakład Chemii Bioorganicznej",dolnośląskie
2015/17/N/ST5/03354,"Synteza i badanie właściwości kompleksotwórczych nowych podandów opartych na szkielecie 1,8-diaminokarbazolu",0,0,0,,0,0,Krzysztof Bąk,mgr,"Uniwersytet Warszawski, Wydział Chemii, Wydział Chemii",mazowieckie
2015/17/N/ST6/01224,Dokładne ograniczenia dolne przy silnych założeniach złożonościowych.,0,0,0,,0,0,Arkadiusz Socała,mgr,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki, Wydział Matematyki, Informatyki i Mechaniki",mazowieckie
2015/17/N/ST8/00020,"Opracowanie oraz wieloskalowa charakterystyka nano-kompozytowych powłok biologiczno- tribologicznych o osnowie amorficznego węgla, wzmacnianych metalicznymi nano- cząstkami",0,0,0,,0,0,Marta Janusz,mgr inż.,Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego PAN,małopolskie
2015/17/N/ST8/00271,"Wpływ mikrostruktury i składu chemicznego na właściwości fizyko-chemiczne, elektrochemiczne i termodynamiczne stopów typu Ti-V i ich wodorków",0,0,0,,0,0,Mateusz Balcerzak,mgr,"Politechnika Poznańska, Wydział Budowy Maszyn i Zarządzania, Wydział Budowy Maszyn i Zarządzania",wielkopolskie
2015/17/N/ST8/01166,Analiza wpływu wilgotności i temperatury na właściwości mechaniczne materiałów kompozytowych,0,0,0,,0,0,Rohan Soman,mgr inż.,Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN,pomorskie
2015/17/N/ST8/01169,Modelowanie konstytutywne ewolucji uszkodzeń w dyssypatywnych materiałach wielofazowych,0,0,0,,0,0,Maciej Ryś,mgr inż.,"Politechnika Krakowska im. Tadeusza Kościuszki, Wydział Mechaniczny, Wydział Mechaniczny",małopolskie
