id,type,edition,subpanel,budget,duration,coinvestigators,title,magazines publications,book publications,post-conference publications,equipment,equipment cost,equipment count,sex,manager,managers title,unit,voivodeship
2011/01/N/ST8/07368,PRELUDIUM,1,ST8,295230,24,2,Opracowanie empirycznego modelu właściwości reologicznych ciekłych metali na przykładzie roztworów żelaza,9,1,10,,0,0,0,Marta Korolczuk-Hejnak,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2011/01/N/ST8/07373,PRELUDIUM,1,ST8,257000,24,4,Przemiany fazowe podczas niskiego i średniego odpuszczania oraz ich wpływ na własności stali,4,0,3,,0,0,1,Rafał Dziurka,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2011/01/N/ST8/07406,PRELUDIUM,1,ST8,97630,24,2,"Zastosowanie metod modelowania wieloskalowego i obiektów elementarnych w procesie projektowania, konstruowania i wspomagania wytwarzania wybranych obiektów kompozytowych",5,0,2,,0,0,1,Michał Majzner,mgr inż.,"Politechnika Śląska",śląskie
2011/01/N/ST8/07425,PRELUDIUM,1,ST8,200000,24,2,Kierowana krystalizacja szkieł krzemianowo-fosforanowych.,6,0,7,,0,0,0,Katarzyna Bułat,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2011/01/N/ST8/07426,PRELUDIUM,1,ST8,39000,12,2,"Wpływ sterylizacji UV, tlenkiem etylenu i niskotemperaturową plazmą na właściwości porowatej mieszanki PU/PLDL do regeneracji nerwów obwodowych oraz badania biologiczne in vitro",1,0,0,,0,0,0,Paulina Bednarz,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2011/01/N/ST8/07430,PRELUDIUM,1,ST8,138840,24,2,Drgania samowzbudne łopatek wirnikowych w dwuwymiarowym i trójwymiarowym przepływie lepkim,1,1,2,"Modernizacja komputera IBM PC: zakup pamięci, płyty głównej, procesora, twardego dysku, zasilacza awaryjnego UPS, Zakup licencji na oprogramowanie ANSYS Academic Research z obsługą dodatkowych procesów",52577,2,0,Aleksandra Pająk,mgr inż.,"Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN",pomorskie
2011/01/N/ST8/07495,PRELUDIUM,1,ST8,159900,24,1,Numeryczna symulacja wpływu formowania kolumny kamiennej metodą wymiany dynamicznej na otaczające podłoże gruntowe,1,0,1,,0,0,1,Andrzej Danilewicz,mgr inż.,"Politechnika Gdańska",pomorskie
2011/01/N/ST8/07603,PRELUDIUM,1,ST8,80000,24,3,Zbadanie możliwości zastosowania środowiska wirtualnego oraz systemów komputerowego wspomagania prac inżynierskich do obliczeń wytrzymałościowych wyrobów wykonywanych w przyrostowej technice modelowania uplastycznionym tworzywem sztucznym,4,0,0,,0,0,1,Filip Górski,dr inż.,"Politechnika Poznańska",wielkopolskie
2011/01/N/ST8/07633,PRELUDIUM,1,ST8,167344,14,3,Badanie wpływu aktywnego przepływu na siłę nośną profili lotniczych,1,1,0,"Wytwornica dymu Antari Z1200II DMX 1250W, Kompresor MK 113-200-4, Pompa próżniowa bezolejowa typ VT 4.8",7178,3,1,Adam Majczak,mgr inż.,"Politechnika Lubelska",lubelskie
2011/01/N/ST8/07635,PRELUDIUM,1,ST8,98400,12,3,Migracja wybranych związków organicznych z rur polietylenowych w systemach dystrybucji wody,3,0,1,"stanowisko pomiarowe, Licencja programu Ansys Academic Research CFD",29627,2,0,Anna Musz,mgr inż.,"Politechnika Lubelska",lubelskie
2011/01/N/ST8/07685,PRELUDIUM,1,ST8,230400,36,4,Adhezja i delaminacje w laminatach metalowo-włóknistych,5,0,3,,0,0,0,Monika Ostapiuk,mgr inż.,"Politechnika Lubelska",lubelskie
2011/01/N/ST8/07752,PRELUDIUM,1,ST8,170320,24,4,Analiza mechanizmu podatnego klejenia materiałów kompozytowych stosowanych w meblarstwie,4,1,4,"Przyrząd do pomiarów deformacji płaskich elementów, Wideomikroskop ze statywem, Twardościomierz Shore'a typu A, Suwmiarka cyfrowa z wymiennymi końcówkami, Twardościomierz Shore'a typu D ze statywem, Statyw do twardościomierza Shore'a typu A",58809,6,0,Sylwia Oleńska,mgr inż.,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie",mazowieckie
2011/01/N/ST8/07755,PRELUDIUM,1,ST8,308200,26,3,Adaptacyjne Kompozytowe Absorbery Hałasu,3,1,2,"Pakiet oprogramowania, Komputer przenośny wraz z niezbędnym oprogramowaniem, System kontrolno pomiarowy CompactRIO wraz z modułami oraz pakiet oprogramowania LabView, Mikroskop cyfrowy, Generator sygnałów",45375,5,1,Łukasz Nowak,mgr inż.,"Instytut Podstawowych Problemów Techniki PAN",mazowieckie
2011/01/N/ST8/07757,PRELUDIUM,1,ST8,97500,24,4,Zastosowanie rozdzielania chromatograficznego w warunkach braku oddziaływań sorpcyjnych do wyznaczania rozkładu temperatury destylacji wysokowrzących mieszanin w skali analitycznej i preparatywnej,5,0,1,,0,0,1,Grzegorz Boczkaj,dr inż.,"Politechnika Gdańska",pomorskie
2011/01/N/ST8/07758,PRELUDIUM,1,ST8,121720,24,2,Modelowanie zagadnień dynamiki i stateczności mikroniejednorodnych płyt o funkcyjnej gradacji makrowłasności,5,0,2,"Oprogramowanie biurowe, Komputer przenośny oparty na platformie Intel/AMD, z kolorową drukarką laserową, Oprogramowanie do obliczeń matematycznych - symboliczno-numerycznych (3 szt.), Oprogramowanie do obliczeń numerycznych metodą elementów skończonych - Abaqus, Oprogramowanie antywirusowe",5751,5,0,Magda Kaźmierczak-Sobińska,mgr inż.,"Politechnika Łódzka",łódzkie
2011/01/N/ST8/07774,PRELUDIUM,1,ST8,270400,36,5,Analiza procesów fizyko-chemicznych i cieplnych kształtujących strukturę odlewniczych biomateriałów metalowych.,6,1,0,Urządzenie do odlewania odśrodkowego stopów dentystycznych wraz z piaskarką,44365,1,0,Karolina Beer-Lech,mgr inż.,"Politechnika Lubelska",lubelskie
2011/01/N/ST8/07786,PRELUDIUM,1,ST8,68800,24,2,Adaptacyjne bryłowo-powłokowe elementy przejściowe typu hp do adaptacyjnego modelowania i analizy struktur złożonych,4,3,7,,0,0,0,Magdalena Zielińska,mgr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie",warmińsko-mazurskie
2011/01/N/ST8/07789,PRELUDIUM,1,ST8,70000,24,2,Analiza struktur z warstwą brzegową adaptacyjną metodą elementów skończonych typu hp,5,3,4,,0,0,1,Łukasz Miazio,dr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie",warmińsko-mazurskie
2011/01/N/ST9/00383,PRELUDIUM,1,ST9,156840,36,2,Formacja i ewolucja podwojnych obiektow zwartych,2,0,0,Komputer,5023,1,1,Michal Dominik,dr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/ST9/00400,PRELUDIUM,1,ST9,41200,18,2,Asterosejsmologia gwiazd pulsujących typu β Cephei w zaćmieniowych układach podwójnych,3,0,3,Komputer przenośny (laptop),3198,1,1,Dominik Drobek,mgr,"Uniwersytet Wrocławski",dolnośląskie
2011/01/N/ST9/00405,PRELUDIUM,1,ST9,73380,24,2,Masywne układy podwójne,1,0,0,Komputer przenośny (laptop) Lenovo Thinkpad T430,5689,1,0,Ewa Zahajkiewicz,mgr,"Uniwersytet Wrocławski",dolnośląskie
2011/01/N/ST9/00485,PRELUDIUM,1,ST9,52455,15,2,Badanie wpływu magnetosferycznych wiatrów na otoczenie pulsarów znajdujących się w różnych stadiach ewolucji,1,0,0,,0,0,0,Anna Zajczyk,mgr,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2011/01/N/ST9/00726,PRELUDIUM,1,ST9,45560,18,1,Aktywne jądra galaktyk gigantycznych radioźródeł,1,0,2,laptop Dell XPS 14z + dysk zewnętrzny 750Gb,4987,1,0,Agnieszka Kuźmicz,mgr,"Uniwersytet Jagielloński",małopolskie
2011/01/N/ST9/02209,PRELUDIUM,1,ST9,135200,36,2,Poszukiwanie i wyznaczanie precyzyjnych parametrów układów podwójnych z olbrzymami,6,0,2,"Sprzęt komputerowy (komputer do obliczeń, dyski do przechowywania danych obserwacyjnych)",8165,1,0,Milena Ratajczak,mgr,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2011/01/N/ST9/03069,PRELUDIUM,1,ST9,113880,36,2,Badanie ewolucji galaktyk za pomocą soczewkowania grawitacyjnego,1,0,1,,0,0,0,Zuzanna Kostrzewa-Rutkowska,dr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/ST9/03171,PRELUDIUM,1,ST9,113880,36,2,Zastosowanie obserwacji detektorów fal grawitacyjnych w astrofizyce i kosmologii,1,0,1,,0,0,0,Izabela Kowalska-Leszczyńska,dr,"Uniwersytet Warszawski",mazowieckie
2011/01/N/ST9/06000,PRELUDIUM,1,ST9,117390,36,1,Analiza statystyczna układów hierarchicznych w gromadach gwiazdowych,5,0,1,"Laptop, Asus UX31, zewnętrzny dysk twardy, Pamięć masowa - dyski do serwerów (5 szt.)",8497,3,1,Arkadiusz Hypki,dr inż.,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2011/01/N/ST9/06007,PRELUDIUM,1,ST9,58500,24,2,Badanie zjawiska soczewkowania grawitacyjnego w zakresie promieniowania gamma.,2,0,2,,0,0,0,Anna Barnacka,dr,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2011/03/N/HS1/00469,PRELUDIUM,2,HS1,72625,24,2,Uzasadnienia teorii sprawiedliwości: dziedzictwo Rawlsa,0,0,0,,0,0,1,Sebastian Szymański,mgr,"Instytut Filozofii i Socjologii PAN",mazowieckie
2011/03/N/HS1/01694,PRELUDIUM,2,HS1,22200,21,2,Rola Kościoła w porządkowaniu życia społecznego w Cesarstwie Rzymskim w świetle epistolografii łacińskiej przełomu IV i V wieku (formacja formatorów).,0,0,0,,0,0,1,Michał Krawczyk,mgr,"Katolicki Uniwersytet Lubelski",lubelskie
2011/03/N/HS1/01703,PRELUDIUM,2,HS1,49250,24,2,Ucieleśnienie poznania muzycznego,4,0,0,,0,0,1,Jakub Matyja,mgr,"Instytut Filozofii i Socjologii PAN",mazowieckie
2011/03/N/HS1/01704,PRELUDIUM,2,HS1,29120,18,2,"Ujawnianie polityczności. Związki pomiędzy filozofią, estetyką, polityką i sztuką w projekcie ""Le Partage du sensible"" Jacquesa Ranciere'a.",3,0,0,,0,0,1,Łukasz Andrzejewski,mgr,"Uniwersytet Wrocławski",dolnośląskie
2011/03/N/HS1/04197,PRELUDIUM,2,HS1,66115,30,2,Miłosierdzie Boże w tekstach euchologijnych zbioru liturgicznego z Werony. Studium liturgiczno-teologiczne.,0,0,0,,0,0,1,Sebastian Kreczmański,mgr,"Uniwersytet Śląski",śląskie
2011/03/N/HS1/04591,PRELUDIUM,2,HS1,32240,18,2,"Gilbert Ryle a współczesna debata dotycząca ""wiedzy jak""",2,0,0,,0,0,1,Bolesław Czarnecki,mgr,"Uniwersytet Jagielloński",małopolskie
2011/03/N/HS1/04592,PRELUDIUM,2,HS1,46000,36,2,Mesjańskie pojęcie czasu we współczesnych teoriach politycznych,4,1,0,"Czytnik Onyx Boox M92, Laptop ASUS BU400A-W3099X, Urządzenie wielofunkcyjne Brother MFC-J825DW",4816,3,1,Michał Pospiszyl,mgr,"Fundacja No Local",małopolskie
2011/03/N/HS2/00853,PRELUDIUM,2,HS2,159700,36,3,Twórczość Amanda Ivanschiza (1727-1758) w kontekście przemian stylistycznych na przełomie baroku i klasycyzmu - monografia i katalog tematyczny dzieł wszystkich,2,2,0,"Drukarka, Aparat cyfrowy, Pakiet biurowy MS Office (2 szt.), Edytor nutowy Finale 2012 (2 szt.), Laptopy (2 szt.)",9959,5,1,Maciej Jochymczyk,dr,"Uniwersytet Jagielloński",małopolskie
2011/03/N/HS2/00890,PRELUDIUM,2,HS2,70150,36,2,Sophia - upersonifikowana Mądrość Boża. Dzieje wyobrażeń w kręgu kultury bizantyńsko-słowiańskiej,6,1,0,,0,0,0,Zofia Brzozowska,dr,"Uniwersytet Łódzki",łódzkie
2011/03/N/HS2/00940,PRELUDIUM,2,HS2,45680,24,2,Tropy Prousta. Problemy recepcji literackiej w literaturze polskiej po 1945 roku,4,7,2,"Komputer osobisty typu laptop, Drukarka laserowa monochromatyczna",3766,2,0,Anna Jarmuszkiewicz,mgr,"Uniwersytet Jagielloński",małopolskie
2011/03/N/HS2/01000,PRELUDIUM,2,HS2,37200,18,2,"Konstruowanie pamięci kulturowej. Zbrodnia katyńska, powstanie warszawskie, stan wojenny w polskiej kulturze po 1989 roku",1,2,0,"czytnik ebooków, komputer przenośny z akcesoriami i oprogramowaniem",4981,2,0,Maria Kobielska,mgr,"Uniwersytet Jagielloński",małopolskie
2011/03/N/HS2/01004,PRELUDIUM,2,HS2,98020,36,2,"O składni dopełnień domyślnych. Studium ze szczególnym odniesieniem do języka angielskiego, polskiego i węgierskiego",3,0,2,,0,0,0,Marta Ruda,mgr,"Uniwersytet Jagielloński",małopolskie
2011/03/N/HS2/01115,PRELUDIUM,2,HS2,28000,30,2,Recepcja mitu o Narcyzie w kulturze Zachodu. Pożądanie narcystyczne a samopoznanie,0,2,0,,0,0,0,Agnieszka Gotchold,dr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS2/01724,PRELUDIUM,2,HS2,27060,18,2,Latinitas w literaturze polskiego i serbskiego romantyzmu. Studium porównawcze,1,7,1,"NOTEBOOK + MOLP Office, Dysk przenośny 1TB",4911,2,1,Tomasz Ewertowski,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/03/N/HS2/01800,PRELUDIUM,2,HS2,53880,24,2,"Przedmiotowość, czasowość, powszedniość, teatralność. Michael Fried i sztuka po modernizmie",5,1,0,"Dysk twardy, Monitor, tablet z systemem operacyjnym Android",2575,3,1,Krzysztof Pijarski,dr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS2/01936,PRELUDIUM,2,HS2,262300,30,3,"Innowacyjny pomiar deformacji wielkoformatowych obrazów na płótnie z wykorzystaniem zdalnych metod optycznych oraz jego zastosowanie w dokumentacji, projektowaniu i ocenie konserwatorskich rozwiązań technicznch.",3,1,2,"głowica laserowa, system oświetlenia - lampy fotograficzne, budowa platformy roboczej z systemem stołów rotacyjnych, system mobilnej ramy (zawierającej elementy układu mechanicznego tj. silnki krokowy, kontroler, prowadnice sprzężoną z komputerem), mały przenośny pH metr, kamera, statyw, rzutnik",63814,6,0,Katarzyna Górecka,mgr,"Akademia Sztuk Pięknych w Warszawie",mazowieckie
2011/03/N/HS2/02801,PRELUDIUM,2,HS2,44500,18,2,"Wydarzenia po Zagładzie. Studia porównawcze nad realizmem traumatycznym - literatura, sztuki, teoria.",3,1,0,"Projektor multimedialny BenW700+, Klawiatura + myszka Apple, Monitor Apple Cinema HD",4000,3,0,Katarzyna Bojarska,dr,"Instytut Badań Literackich PAN",mazowieckie
2011/03/N/HS2/02925,PRELUDIUM,2,HS2,34840,14,2,"Imaginauci. Pismo wyobraźni w poezji Bolesława Leśmiana, Józefa Czechowicza, Krzysztofa Kamila Baczyńskiego, Tadeusza Nowaka",4,3,0,"czytnik e-book, aparat cyfrowy, komputer typu laptop, drukarka ze skanerem i kserokopiarką",6650,4,0,Anita Jarzyna,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/03/N/HS2/06232,PRELUDIUM,2,HS2,113850,24,3,Blog jako nowa forma piśmiennictwa multimedialnego,7,1,2,"Program antywirusowy (2 szt.), Monitor LCD (2 szt.), Dysk zewnetrzny 1 TB (3 szt.), Oprogramowanie MS Office (2 szt.), Przenośny dysk zewnętrzny 500 GB (2 szt.), Notebook (2 szt.), Torba na notebook (2 szt.), WordSmith program do analizy dyskursu (2 szt.), Atlas.ti program do analizy danych (2 szt.), Drukarka laserowa (kolor), Dyktafon cyfrowy",25579,11,1,Maciej Maryl,dr,"Instytut Badań Literackich PAN",mazowieckie
2011/03/N/HS2/06233,PRELUDIUM,2,HS2,179750,30,3,Znaczenie studiów nad zwierzętami dla badań nad kulturą w Polsce,0,2,0,,0,0,0,Anna Orzechowska-Barcz,mgr,"Instytut Badań Literackich PAN",mazowieckie
2011/03/N/HS2/06236,PRELUDIUM,2,HS2,59000,24,2,Chaplin. Burleska i historia,1,1,0,Apple iPad 2,1999,1,1,Paweł Mościcki,dr,"Instytut Badań Literackich PAN",mazowieckie
2011/03/N/HS2/06257,PRELUDIUM,2,HS2,48035,24,2,Przeduniwersyteckie tradycje literaturoznawstwa polskiego. Przypadek poznański,0,2,0,,0,0,0,Adela Kobelska,dr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS2/06287,PRELUDIUM,2,HS2,32640,12,2,Archiwum diapozytywów Instytutu Historii Sztuki UW: kontekst historyczny i ideowy.,1,0,1,,0,0,0,Magdalena Wróblewska,dr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/00873,PRELUDIUM,2,HS3,52206,36,2,Gospodarcza rola armii rzymskiej w prowincji Mezja Dolna (Moesia Inferior),2,2,1,,0,0,1,Michał Duch,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/03/N/HS3/00901,PRELUDIUM,2,HS3,74760,24,2,Polacy - jeńcy z armii austro-węgierskiej w niewoli 1914-1919.,1,2,0,nie dotyczy,0,1,1,Michał Janik,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/00907,PRELUDIUM,2,HS3,84940,27,2,Władza królewska i sakrament Eucharystii. Studium z dziejów syntezy religii i polityki w ottońsko-salickiej kulturze politycznej do połowy XI wieku.,6,0,0,"Monitor LG, IPS 234v-PN 23''",694,1,1,Paweł Figurski,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/00915,PRELUDIUM,2,HS3,27255,36,2,Lwowski ośrodek edtyrstwa źródeł średniowiecznych i wczesnonowożytnych w latach 1864 - 1939,0,0,0,,0,0,0,Maria Dutkowska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/00925,PRELUDIUM,2,HS3,72240,36,3,Zapinki z wczesnego okresu wpływów rzymskich (fibule grup II-IV wg klasyfikacji Oscara Almgrena) na obszarze kultury Dollkeim-Kovrovo. Studia nad rolą fibul jako wyznacznika chronologiczno-kulturowo-etnicznego.,2,0,0,"Aparat fotograficzny (body z obiektywem), Skaner Canon CanoScan LiDE 700F, Filtr - Hoya 55 mm, Obiektyw, Statyw + głowica, Karta pamięci, Lampa błyskowa (2 szt.), Ładowarka automatyczna i cztery baterie akumulatorki, Filtr - Hoya 52 mm",8193,9,0,Agata Chilińska-Früboes,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/00936,PRELUDIUM,2,HS3,66800,24,2,Prawo sąsiedzkie w świetle papirusów z Egiptu grecko-rzymskiego,5,0,1,"Komputer przenośny - notbook Sony Vaio, Dysk zewnętrzny 500 GB",1858,2,0,Aneta Skalec,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/00989,PRELUDIUM,2,HS3,117275,18,2,Przedmioty kościane z terenu dorzecza górnej Odry w okresie wpływów rzymskich. Technologia wytwarzania i funkcja,2,0,0,"Aparat cyfrowy Canon powershot G1X, karta ultra SDHC 32 GB, obiektyw (filtr i soczewki) statyw SLIK Sprint Pro 3 way, Notebook 17,3"" Dell Inspiron 7720 i7-3610QM/16GB/1000/BRCombo 1080p, oprogramowanie systemowe Microsoft Windows 7 Home Premium PL 64bit OEM, mysz bezprzewodowa Logitech M705 Marathon, Kamera Sony HDRCX 260 VEB, karta pamięci Sandisk 114811 SDHC 8GB",9511,3,1,Marcin Diakowski,mgr,"Uniwersytet Wrocławski",dolnośląskie
2011/03/N/HS3/01145,PRELUDIUM,2,HS3,33930,24,2,Prozopografia duchowieństwa diecezji warmińskiej w średniowieczu,6,0,0,,0,0,1,Radosław Krajniak,mgr,"Uniwersytet Mikołaja Kopernika",kujawsko-pomorskie
2011/03/N/HS3/01151,PRELUDIUM,2,HS3,149140,30,2,Człowiek a wahania klimatyczne: .Strategie adaptacyjne późnych społeczności prekolumbijskich na terenie Lomas de Lachay i Lomas de Iguanil,2,2,8,"Garmin eTrex 30 nr fabryczny 145015003x, rok prod. 2013",928,1,1,Piotr Kalicki,mgr,"Uniwersytet Jagielloński",małopolskie
2011/03/N/HS3/01159,PRELUDIUM,2,HS3,198950,36,2,"Sofene, Gordiene i Adiabene. Północnomezopotamskie regna minora na skrzyżowaniu kultur Wschodu i Zachodu.",10,0,0,,0,0,1,Michał Marciak,dr,"Uniwersytet Rzeszowski",podkarpackie
2011/03/N/HS3/01273,PRELUDIUM,2,HS3,37993,24,2,"Od królewskiego faworyta do opozycjonisty. Działalność polityczna i wojskowa Krzysztofa Radziwiłła ""Pioruna"" (1547-1603)",3,0,3,,0,0,1,Piotr Łabędź,mgr,"Uniwersytet Mikołaja Kopernika",kujawsko-pomorskie
2011/03/N/HS3/01279,PRELUDIUM,2,HS3,31200,30,2,Mniejszości seksualne w Polsce jako przedmiot i podmiot dyskursu,0,0,0,,0,0,0,Katarzyna Chlewińska,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/03/N/HS3/01282,PRELUDIUM,2,HS3,60000,36,2,Pomoc w slumsach Afryki - lokalne i zachodnie strategie działań w Kiberze i Korogocho (antropologiczne studium przypadku rodzin i stowarzyszeń).,4,0,1,,0,0,0,Magdalena Chułek,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/03/N/HS3/01288,PRELUDIUM,2,HS3,63600,27,2,"Tubylcze społeczności i ich współczesne przeobrażenia. WSPÓLNOTA-PRZYWÓDCY-WŁADZA LOKALNA na przykładzie grupy Tzotzil w regionie Los Altos de Chiapas, Meksyk.",0,0,0,,0,0,1,Marcin Kozłowski,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2011/03/N/HS3/01297,PRELUDIUM,2,HS3,108144,24,2,Twierdza Kraków i jej wpływ na życie oraz rozwój miasta w latach 1846 - 1918,0,0,0,,0,0,1,Marcin Mikulski,mgr,"Fundacja Aktywnej Ochrony Zabytków Techniki i Dziedzictwa Kulturowego JANUS",małopolskie
2011/03/N/HS3/02016,PRELUDIUM,2,HS3,34320,18,2,"Przetwórstwo, dystrybucja i cyrkulacja krzemieni turońskich prowincji świętokrzyskiej wśród najstarszych społeczności neolitu (2. poł. VI - 1. poł. V tysiąclecia BC)",2,1,0,,0,0,1,Marcin Szeliga,dr,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie",lubelskie
2011/03/N/HS3/03799,PRELUDIUM,2,HS3,50130,24,2,Kulturowe i społeczne aspekty konsumpcji i produkcji żywności w społecznościach lokalnych w świetle najnowszych zmian geopolitycznych. Monografia etnograficzna okolic Dąbrowy Białostockiej.,2,1,1,,0,0,0,Joanna Mroczkowska,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/03813,PRELUDIUM,2,HS3,107150,36,2,"Cmentarze i kult przodków jako element dyskursu tożsamościowego mieszkańców Mazur i ich potomków po 1945 roku, na przykładzie powiatów węgorzewskiego i giżyckiego.",0,0,0,,0,0,1,Mateusz Braun,mgr,"Uniwersytet Warszawski",mazowieckie
2011/03/N/HS3/03943,PRELUDIUM,2,HS3,56400,24,2,"W poszukiwaniu straconego potencjału miejskiej rewolucji. Nierówności, chaos i entuzjazm w Warszawie po 1989 roku.",5,1,1,"aparat fotograficzny, komputer przenośny, skaner, dysk przenośny",8441,4,0,Joanna Kusiak,mgr,"Uniwersytet Warszawski",mazowieckie
