id,type,edition,subpanel,budget,duration,coinvestigators,title,magazines publications,book publications,post-conference publications,equipment,equipment cost,equipment count,sex,manager,managers title,unit,voivodeship
2016/21/N/ST5/01243,PRELUDIUM,11,ST5,98800,24,2,Homo- i heterometaliczne metalamakrocykliczne układy cynkowe otrzymywane przez transformacje cynkoorganicznych kompleksów pirazoli,0,0,0,,0,0,1,Szymon Komorski,mgr inż.,"Politechnika Warszawska",mazowieckie
2016/21/N/ST5/01254,PRELUDIUM,11,ST5,100000,24,2,Nowe zastosowania alkoksyallenów w syntezie związków wielofunkcyjnych,0,0,0,,0,0,0,Greta Utecht,mgr,"Uniwersytet Łódzki",łódzkie
2016/21/N/ST5/01265,PRELUDIUM,11,ST5,49580,12,2,Receptory molekularne jako narzędzie do badania oddziaływań agonistów/antagonistów receptorów histaminowych,2,0,1,Waga analityczna,9500,1,0,Małgorzata Walczak,mgr inż.,"Politechnika Łódzka",łódzkie
2016/21/N/ST5/01276,PRELUDIUM,11,ST5,100000,24,2,Kontrolowana zmiana właściwości barierowych i mechanicznych warstw zol-żelowych poprzez funkcjonalizację struktury oraz dobór parametrów syntezy,0,0,0,,0,0,0,Anna Szczurek,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST5/01305,PRELUDIUM,11,ST5,49980,12,2,Badanie właściwości mechanicznych i elektronowych cienkich warstw organicznych na modyfikowanych jonowo półprzewodnikach - wpływ podłoża i warunków atmosferycznych na stabilność i morfologię struktur parahexafenylu (6P) i pentacenu (5A),0,0,0,,0,0,1,Konrad Szajna,mgr,"Uniwersytet Jagielloński",małopolskie
2016/21/N/ST5/01313,PRELUDIUM,11,ST5,48000,12,2,Redukcja kryształów SrTiO3 i TiO2: wpływ modyfikacji wiązką jonową i wygrzewania na właściwości elektronowe i strukturalne,1,1,0,,0,0,1,Dominik Wrana,mgr,"Uniwersytet Jagielloński",małopolskie
2016/21/N/ST5/01316,PRELUDIUM,11,ST5,126000,36,2,Nowe nanocząstki o właściwościach superparamagnetycznych jako heterogeniczne katalizatory palladowe do reakcji prowadzonych w wodzie.,1,0,0,,0,0,0,Iwona Misztalewska-Turkowicz,mgr,"Uniwersytet w Białymstoku",podlaskie
2016/21/N/ST5/03037,PRELUDIUM,11,ST5,148480,36,2,Nowe azopoliimidy i poliamidokwasy dla potencjalnych zastosowań jako warstwy orientujące ciekłe kryształy,4,0,0,,0,0,0,Jolanta Konieczkowska,dr,"Centrum Materiałów Polimerowych i Węglowych PAN",śląskie
2016/21/N/ST5/03068,PRELUDIUM,11,ST5,149000,36,3,Jonowe paramagnetyczne ciekłe kryształy do badań fotowoltaicznych,1,0,0,,0,0,0,Sylwia Ciastek-Iskrzycka,mgr,"Uniwersytet Łódzki",łódzkie
2016/21/N/ST5/03072,PRELUDIUM,11,ST5,75900,24,2,Zbadanie wpływu metody syntezy na zjawisko zachodzenia szerokopasmowej anty-Stokesowskiej białej emisji generowanej z nanakrystalicznego ceranu strontu,0,0,0,,0,0,1,Mariusz Stefański,mgr,"Instytut Niskich Temperatur i Badań Strukturalnych PAN",dolnośląskie
2016/21/N/ST5/03078,PRELUDIUM,11,ST5,149680,36,2,Objętościowe przejście fazowe w hydrożelach z poli(metakrylanów oligo(glikolu etylenowego)) - wpływ czynników strukturalnych,1,0,9,,0,0,1,Krzysztof Piechocki,mgr inż.,"Politechnika Łódzka",łódzkie
2016/21/N/ST5/03097,PRELUDIUM,11,ST5,75840,24,2,Badanie wpływu zmian struktury na właściwości luminescencyjne boranów prostych i skondensowanych,0,0,0,,0,0,1,Bartosz Bondzior,mgr inż.,"Instytut Niskich Temperatur i Badań Strukturalnych PAN",dolnośląskie
2016/21/N/ST5/03293,PRELUDIUM,11,ST5,99988,24,2,Iminowe klatkowe silseskwioksany jako nowe wielofunkcyjne ligandy w chemii supramolekularnej.,0,0,0,,0,0,1,Mateusz Janeta,mgr,"Uniwersytet Wrocławski",dolnośląskie
2016/21/N/ST5/03332,PRELUDIUM,11,ST5,98400,24,2,Wytwarzanie i charakteryzacja dwuwymiarowych warstw dwusiarczku molibdenu,0,0,0,,0,0,1,Jan Sobieski,mgr inż.,"Politechnika Warszawska",mazowieckie
2016/21/N/ST5/03335,PRELUDIUM,11,ST5,92300,24,3,Mechanizmy sensorowe w hybrydowych czujnikach bojowych środków trujących,2,0,1,,0,0,0,Paulina Powroźnik,mgr inż.,"Politechnika Śląska",śląskie
2016/21/N/ST5/03353,PRELUDIUM,11,ST5,93600,24,2,"Porfiryny jako nowe, inspirowane naturą katalizatory fotoredoks",0,0,0,,0,0,0,Katarzyna Rybicka-Jasińska,mgr,"Instytut Chemii Organicznej PAN",mazowieckie
2016/21/N/ST5/03356,PRELUDIUM,11,ST5,150000,36,3,Aktywne nanomateriały plazmoniczne na bazie ciekłych kryształów.,1,0,0,,0,0,1,Maciej Bagiński,mgr,"Uniwersytet Warszawski",mazowieckie
2016/21/N/ST5/03360,PRELUDIUM,11,ST5,99960,24,2,Inteligentne oligosilseskwioksanowe nanokoniugaty leków przciwnowotworowych o właściwościach kierujących.,1,0,0,,0,0,0,Kinga Piórecka,mgr,"Centrum Badań Molekularnych i Makromolekularnych PAN",łódzkie
2016/21/N/ST5/03361,PRELUDIUM,11,ST5,99960,24,2,Zastosowanie enzymów z grupy ene-reduktaz w stereoselektywnej syntezie chiralnych związków heteroorganicznych.,0,0,0,,0,0,1,Ignacy Janicki,mgr inż.,"Centrum Badań Molekularnych i Makromolekularnych PAN",łódzkie
2016/21/N/ST5/03362,PRELUDIUM,11,ST5,147600,36,2,Nowe hybrydowe materiały polimerowe o właściwościach fluorescencyjnych - badania wpływu struktury polimerów na sposób organizacji bocznych ugrupowań chromoforowych.,0,0,0,,0,0,0,Maria Nowacka,mgr,"Centrum Badań Molekularnych i Makromolekularnych PAN",łódzkie
2016/21/N/ST6/00316,PRELUDIUM,11,ST6,59100,24,2,Zastosowanie niepewnych zbiorów rozmytych do klasyfikacji danych niepewnych,0,0,2,,0,0,1,Patryk Żywica,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2016/21/N/ST6/00475,PRELUDIUM,11,ST6,55200,24,2,Topologia przestrzeni rozwiązań problemów kombinatorycznych,0,0,0,,0,0,1,Marcin Wrochna,mgr,"Uniwersytet Warszawski",mazowieckie
2016/21/N/ST6/00553,PRELUDIUM,11,ST6,26940,12,2,Rozszerzona rzeczywistość jako wsparcie treningu szermierki,0,0,0,,0,0,1,Filip Malawski,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST6/00968,PRELUDIUM,11,ST6,64800,24,2,Algorytmy aproksymacyjne w obliczu niepełnej informacji,0,0,0,,0,0,1,Michał Włodarczyk,mgr,"Uniwersytet Warszawski",mazowieckie
2016/21/N/ST6/01019,PRELUDIUM,11,ST6,82800,24,3,Opracowanie uniwersalnych metod reprezentacji danych do poprawy jakości metod uczenia maszynowego z przykładowym zastosowaniem w chemii,1,0,2,,0,0,0,Magdalena Wiercioch,mgr inż.,"Uniwersytet Jagielloński",małopolskie
2016/21/N/ST6/01032,PRELUDIUM,11,ST6,98400,24,3,Ilościowe aspekty złożoności obliczeniowej w rachunku lambda,0,0,3,,0,0,1,Maciej Bendkowski,mgr,"Uniwersytet Jagielloński",małopolskie
2016/21/N/ST6/01468,PRELUDIUM,11,ST6,59400,36,2,Wydajne algorytmy wyszukiwania najbliższych sąsiadów w przestrzeniach wielowymiarowych,1,0,2,,0,0,1,Karol Węgrzycki,mgr,"Uniwersytet Warszawski",mazowieckie
2016/21/N/ST6/01498,PRELUDIUM,11,ST6,77400,24,2,Wiarygodność Modeli Horyzontalnego Transferu Genów,0,0,1,,0,0,0,Agnieszka Mykowiecka,mgr,"Uniwersytet Warszawski",mazowieckie
2016/21/N/ST6/01507,PRELUDIUM,11,ST6,75400,24,3,Bayesowska analiza podtypów raka pęcherza moczowego na podstawie wysokoprzepustowych danych,2,0,1,,0,0,1,Krzysztof Gogolewski,mgr,"Uniwersytet Warszawski",mazowieckie
2016/21/N/ST6/02358,PRELUDIUM,11,ST6,89360,24,3,Semantyczne porównywanie zasobów danych ilościowych,0,1,0,,0,0,0,Hanna Ćwiek-Kupczyńska,mgr inż.,"Instytut Genetyki Roślin PAN",wielkopolskie
2016/21/N/ST6/02366,PRELUDIUM,11,ST6,81400,24,2,Obliczeniowa metoda analizy retoryki danych tekstowych z wykorzystaniem grafów,0,0,2,,0,0,1,Lukasz Augustyniak,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST6/02382,PRELUDIUM,11,ST6,70600,24,2,Dzielenie przestrzeni etykiet w klasyfikacji wieloetykietowej z zastosowaniem metod eksploracji danych,1,0,1,,0,0,1,Piotr Szymański,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST6/02612,PRELUDIUM,11,ST6,73800,24,2,Algorytmy komputerowej analizy obrazów laryngowideostroboskopowych krtani dla wspomagania obiektywnej diagnostyki zaburzeń funkcji fonacyjnej fałdów głosowych,0,0,0,,0,0,1,Bartosz Kopczyński,mgr inż.,"Politechnika Łódzka",łódzkie
2016/21/N/ST7/01614,PRELUDIUM,11,ST7,72000,24,2,"Przewidywanie intencji ruchowych człowieka do celów interakcji człowieka z robotem (ludzie starsi, dzieci autystyczne)",1,1,2,,0,0,1,Vibekananda Dutta,mgr inż.,"Politechnika Warszawska",mazowieckie
2016/21/N/ST7/01618,PRELUDIUM,11,ST7,97352,24,2,Miniaturowe źródła mikroplazmy wykonane z ceramiki LTCC - technologia i właściwości,0,0,0,,0,0,1,Jan Macioszczyk,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST7/01627,PRELUDIUM,11,ST7,100000,24,2,Zaawansowane formaty modulacji w obszarze zera dyspersji chromatycznej,0,0,0,,0,0,1,Łukasz Chorchos,inż.,"Politechnika Warszawska",mazowieckie
2016/21/N/ST7/02147,PRELUDIUM,11,ST7,38400,12,2,Optymalizacja wielowarstwowa dla problemów realizacji usług w chmurowych centrach danych,0,0,0,,0,0,1,Michał Aibin,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST7/02275,PRELUDIUM,11,ST7,99000,24,2,Pomiary wychyleń układów nanoelektromechanicznych (NEMS) z wykorzystaniem metod skaningowej mikroskopii tunelowej,1,0,0,,0,0,1,Michał Babij,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST7/02298,PRELUDIUM,11,ST7,49980,12,2,Badanie zmian topografii obszaru rogówkowo-twardówkowego spowodowanych noszeniem soczewek kontaktowych,4,0,1,,0,0,0,Alejandra Consejo,mgr,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST7/02351,PRELUDIUM,11,ST7,150000,36,3,Analiza topologii drzewa naczyniowego nerki,0,0,2,,0,0,0,Katarzyna Heryan,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST7/02355,PRELUDIUM,11,ST7,49940,12,2,Układ rezonansowego wielopoziomowego przekształtnika DC-DC o przełączanych kondensatorach z tranzystorami MOSFET WBG z węglika krzemu.,0,0,0,,0,0,1,Adam Kawa,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST7/02682,PRELUDIUM,11,ST7,72400,24,2,Badanie i analiza numeryczna dynamiki deformacji rogówki oka podczas pomiaru ciśnienia wewnątrzgałkowego tonometrem typu air-puff.,0,0,0,,0,0,0,Agnieszka Boszczyk,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST7/02790,PRELUDIUM,11,ST7,96400,24,2,Właściwości obszarów aktywnych nanotermometrów wytworzonych na podłożu z GaSb badanych metodami spektroskopii optycznej,0,0,0,,0,0,1,Mateusz Dyksik,mgr inż.,"Politechnika Wrocławska",dolnośląskie
2016/21/N/ST7/03029,PRELUDIUM,11,ST7,59400,24,2,Zastosowanie algorytmu syntetycznej apertury w rekonstrukcji prędkości propagacji fali ultradźwiękowej w tkance miękkiej,0,0,0,,0,0,1,Piotr Karwat,mgr inż.,"Instytut Podstawowych Problemów Techniki PAN",mazowieckie
2016/21/N/ST7/03035,PRELUDIUM,11,ST7,99600,24,2,Proces inkorporacji superparamagnetycznych nanocząstek magnetytu funkcjonalizowanych bioaktywnymi polimerami do modelowej błony biologicznej,0,0,0,,0,0,0,Emilia Piosik,mgr inż.,"Politechnika Poznańska",wielkopolskie
2016/21/N/ST7/03117,PRELUDIUM,11,ST7,124400,36,3,Wysokorozdzielcze optyczne obrazowanie aktywności kory mózgowej w trakcie przezczaszkowej stymulacji magnetycznej podczas normalnego oddychania i kontrolowanego niedotlenienia,0,0,0,,0,0,0,Karolina Bejm,mgr inż.,"Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza PAN",mazowieckie
2016/21/N/ST8/00091,PRELUDIUM,11,ST8,122700,36,2,Charakterystyka ultradrobnoziarnistych wielowarstwowych biomateriałów otrzymywanych w procesach napawania laserowego,1,0,3,,0,0,1,Szymon Bajda,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/00095,PRELUDIUM,11,ST8,149400,36,3,Wpływ uwalniania metalicznych nanostruktur z budowlanych kompozytów cementowych na wybrane mikroorganizmy,5,1,3,,0,0,1,Paweł Sikora,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie",zachodniopomorskie
2016/21/N/ST8/00184,PRELUDIUM,11,ST8,148000,36,2,Wysokowydajne materiały termoelektryczne do konwersji energii oparte na domieszkowanych Cu2S i Cu2Se,1,0,0,,0,0,1,Andrzej Mikuła,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/00185,PRELUDIUM,11,ST8,79200,24,2,Wpływ naprężeń cieplnych na właściwości mechaniczne kompozytów ziarnistych o osnowie azotku krzemu,0,0,0,,0,0,0,Aleksandra Dubiel,dr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/00186,PRELUDIUM,11,ST8,124800,36,3,"Funkcjonalne powłoki na bazie węgla na tytanowym podłożu, modyfikowane laserowo, umożliwiające integrację tkanki sercowej, a docelowo hamujące procesy wykrzepiania krwi",0,0,3,,0,0,0,Klaudia Trembecka-Wójciga,mgr inż.,"Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego PAN",małopolskie
2016/21/N/ST8/00194,PRELUDIUM,11,ST8,83200,24,2,Ocena możliwości wykorzystania nowoczesnych architektur sprzętowych w modelowaniu mechanizmów rozwoju mikrostruktury z wykorzystaniem metody automatów komórkowych,0,0,0,,0,0,1,Mateusz Sitko,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/00222,PRELUDIUM,11,ST8,147200,36,2,"Elektrochemiczna synteza powłok i struktur stopowych Ni-M (M=Ru,Rh) o wysokiej wydajności katalitycznej",0,0,0,,0,0,1,Dawid Kutyła,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/00240,PRELUDIUM,11,ST8,129600,36,3,Analiza doskonałości struktury krystalicznej w mikroobszarach monokryształów z nadstopu niklu CMSX-4 w warunkach oddziaływania temperatury i czasu,1,0,0,,0,0,1,Kamil Gancarczyk,mgr inż.,"Politechnika Rzeszowska",podkarpackie
2016/21/N/ST8/00268,PRELUDIUM,11,ST8,91200,24,2,Optymalizacja materiałów elektrodowych dla ogniw typu PCFC w aspekcie mechanizmu transportu ładunku.,1,0,0,,0,0,1,Wojciech Skubida,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/01119,PRELUDIUM,11,ST8,99600,24,2,Analiza wieloskalowa materiałów niejednorodnych z uwzględnieniem anizotropii oraz nieliniowych związków konstytutywnych,3,0,2,,0,0,1,Witold Ogierman,mgr inż.,"Politechnika Śląska",śląskie
2016/21/N/ST8/01144,PRELUDIUM,11,ST8,49992,12,2,"Wpływ efektu ""slow photon"" na fotokatalityczne właściwości kryształów fotonicznych TiO2 modyfikowanych bimetalicznym układem nanocząstek srebra oraz platyny.",0,0,0,,0,0,0,Joanna Ginter,mgr,"Uniwersytet Łódzki",łódzkie
2016/21/N/ST8/01159,PRELUDIUM,11,ST8,98720,24,2,Projektowanie nanokompozytów ditlenku tytanu z nanocząstkami srebra i grafenem do zastosowań fotokatalitycznych.,0,0,0,,0,0,0,Kaja Spilarewicz-Stanek,mgr,"Uniwersytet Łódzki",łódzkie
2016/21/N/ST8/01224,PRELUDIUM,11,ST8,146900,36,2,Stochastyczna Metoda Elementów Skończonych w analizie materiałów hipersprężystych,2,2,2,,0,0,1,Damian Sokołowski,mgr inż.,"Politechnika Łódzka",łódzkie
2016/21/N/ST8/01268,PRELUDIUM,11,ST8,134100,36,2,Badanie mechanizmu hydratacji modelowych faz klinkierowych w obecności szkieł glinokrzemianowych o różnej zawartości alkaliów.,0,1,1,,0,0,0,Ewa Kapeluszna,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/01319,PRELUDIUM,11,ST8,72520,24,2,Wykorzystanie własności magnetycznych nanopłynów do intensyfikacji wymiany ciepła,0,0,1,,0,0,0,Aleksandra Roszko,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/01332,PRELUDIUM,11,ST8,148900,36,2,Modyfikacja struktury materiałów zeolitowych pod kątem wykorzystania ich w procesach sorpcyjnych.,2,3,7,,0,0,0,Kamila Wojciechowska,mgr,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST8/01868,PRELUDIUM,11,ST8,125600,36,2,Innowacyjne materiały hybrydowe zawierające nanocząstki magnetyczne jako membrany do separacji mieszanin ciekłych,0,0,0,,0,0,0,Małgorzata Gnus,mgr inż.,"Politechnika Śląska",śląskie
2016/21/N/ST8/01871,PRELUDIUM,11,ST8,149990,36,2,Wpływ domieszkowania na proces separacji tlenu na membranach z polialkilotiofenu,0,0,0,,0,0,0,Kinga Kępska,mgr inż.,"Politechnika Śląska",śląskie
2016/21/N/ST8/01877,PRELUDIUM,11,ST8,49400,24,2,Analiza punktów jednostajnych w oscylatorach nieliniowych,0,0,0,,0,0,1,Dawid Dudkowski,mgr,"Politechnika Łódzka",łódzkie
2016/21/N/ST8/01879,PRELUDIUM,11,ST8,99800,24,2,Stymulacja intensywności namnażania Chlorella vulgaris poprzez zastosowanie produktów beztlenowego oczyszczania ścieków mleczarskich,0,0,0,,0,0,0,Karolina Szwarc,mgr inż.,"Uniwersytet Warmińsko-Mazurski w Olsztynie",warmińsko-mazurskie
2016/21/N/ST8/01953,PRELUDIUM,11,ST8,90600,24,2,Wpływ parametrów procesowych na wielkość porów powierzchniowych poliuretanowych struktur cylindrycznych o małych średnicach,0,0,0,,0,0,0,Aleksandra Kuźmińska,mgr inż.,"Politechnika Warszawska",mazowieckie
2016/21/N/ST8/02343,PRELUDIUM,11,ST8,98760,24,3,Wpływ wirującego pola magnetycznego na aktywność lakazy i peroksydazy Dyp1B w procesie modyfikacji ligniny i dekompozycji barwników syntetycznych,0,0,0,,0,0,0,Agata Wasak,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie",zachodniopomorskie
2016/21/N/ST8/02349,PRELUDIUM,11,ST8,150000,36,3,Badania eksperymentalne i numeryczne wpływu obecności cząstek stałych w paliwie gazowym na reakcję elektrochemicznego utleniania paliwa w ogniwie SOFC,0,0,0,,0,0,1,Marek Skrzypkiewicz,mgr inż.,"Instytut Energetyki",mazowieckie
2016/21/N/ST8/02368,PRELUDIUM,11,ST8,149840,36,2,Modelowanie konstytutywne nieciągłego płynięcia plastycznego oraz efektu stick-slip w kompozytowych nadprzewodnikach niskotemperatuowych,0,0,0,,0,0,1,Jakub Tabin,mgr inż.,"Politechnika Krakowska",małopolskie
2016/21/N/ST8/02390,PRELUDIUM,11,ST8,89920,24,3,Nabieganie fali na brzeg - adaptacja i weryfikacja istniejących modeli matematycznych. Opracowanie empirycznej formuły własciwej dla brzegów południowego Bałtyku.,0,0,0,,0,0,1,Michał Morawski,mgr inż.,"Instytut Budownictwa Wodnego Polskiej Akademii Nauk",pomorskie
2016/21/N/ST8/02397,PRELUDIUM,11,ST8,147800,36,2,Funkcjonalizowane mezoporowate nanopłatki krzemionkowe - biocharakterystyka i właściwości fizykochemiczne,1,0,2,,0,0,0,Martyna Trukawka,mgr inż.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie",zachodniopomorskie
2016/21/N/ST8/02435,PRELUDIUM,11,ST8,40800,12,2,Prognozowanie zapotrzebowania na energię elektryczną z wykorzystaniem inteligentnych systemów pomiarowych,0,0,0,,0,0,1,Krzysztof Gajowniczek,mgr,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie",mazowieckie
2016/21/N/ST8/02945,PRELUDIUM,11,ST8,146805,36,2,Zależność między morfologią i właściwościami pianek węglowych a warunkami procesu ich otrzymywania.,0,0,0,,0,0,0,Bogumiła Kumanek,dr inż.,"Centrum Materiałów Polimerowych i Węglowych PAN",śląskie
2016/21/N/ST8/03555,PRELUDIUM,11,ST8,146400,36,3,Mechanizm zużycia przez tarcie i powstawania tribofilmu na materiałach spiekanych na osnowie niklu z dodatkiem samosmarującym,1,0,0,,0,0,1,Mateusz Kotkowiak,mgr inż.,"Politechnika Poznańska",wielkopolskie
2016/21/N/ST8/03557,PRELUDIUM,11,ST8,149530,36,2,Opracowanie metod otrzymywania transparentnych elektrod na bazie nanorurek węglowych i grafenu technikami Langmuira,1,0,0,,0,0,1,Karol Rytel,mgr inż.,"Politechnika Poznańska",wielkopolskie
2016/21/N/ST8/03600,PRELUDIUM,11,ST8,97320,24,2,Projektowanie nowych materiałów polimerowych do produkcji opakowań biodegradowalnych na bazie hydrofobowych pochodnych skrobi,1,0,5,,0,0,1,Arkadiusz Żarski,mgr,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie",śląskie
2016/21/N/ST8/03720,PRELUDIUM,11,ST8,100000,24,2,"Analiza procesu korozji wysokotemperaturowej stali w fazie gazowej, w obecności fazy stałej oraz niskotopliwych mieszanin eutektycznych.",1,0,2,,0,0,0,Agata Mlonka-Mędrala,mgr inż.,"Akademia Górniczo-Hutnicza w Krakowie",małopolskie
2016/21/N/ST9/00375,PRELUDIUM,11,ST9,29760,12,2,Wzmacnianie parametryczne sygnału w obrazowaniu astronomicznym,0,0,0,,0,0,1,Aleksander Kurek,mgr,"Uniwersytet Jagielloński",małopolskie
2016/21/N/ST9/00381,PRELUDIUM,11,ST9,57360,24,2,Badanie quasi-okresowości obserwowanych w rozbłyskach słonecznych.,0,0,0,,0,0,0,Żaneta Szaforz,mgr,"Uniwersytet Wrocławski",dolnośląskie
2016/21/N/ST9/02938,PRELUDIUM,11,ST9,72200,24,2,Badanie Układów Podwójnych z Akreującym Białym Karłem poprzez Symulacje Numeryczne,5,0,0,"Pamięć masowa typu Lustre - 10 TB, Laptop",3943,2,1,Diogo Belloni,mgr inż.,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2016/21/N/ST9/03310,PRELUDIUM,11,ST9,137880,36,3,Układy wczesnego typu widmowego jako idealne narzędzie do kalibracji kosmicznej skali odległości.,0,0,1,,0,0,0,Mónica Taormina,mgr,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2016/21/N/ST9/03311,PRELUDIUM,11,ST9,68700,24,2,Pomiar rozkładu absorpcji w aktywnych jąder galaktyk,0,0,0,,0,0,1,Tek Adhikari,mgr,"Centrum Astronomiczne im. Mikołaja Kopernika PAN",mazowieckie
2016/23/N/HS1/00531,PRELUDIUM,12,HS1,50928,24,2,Ontologie strukturalne czasoprzestrzeni,1,0,1,,0,0,1,Damian Luty,mgr,"Uniwersytet im. Adama Mickiewicza w Poznaniu",wielkopolskie
2016/23/N/HS1/00641,PRELUDIUM,12,HS1,57812,24,2,Rozum i moralność. Próba rozwinięcia filozofii moralnej Thomasa Nagela o elementy etyki cnót.,1,0,0,,0,0,0,Weronika Wojtanowska,mgr,"Uniwersytet Papieski Jana Pawła II w Krakowie",małopolskie
2016/23/N/HS1/00712,PRELUDIUM,12,HS1,144400,36,2,"Osoba a pożądanie seksualne w perspektywie filozoficzno-teologiczno-mistycznej. Na kanwie myśli Rogera Scrutona, Jana Pawła II i Adrienne von Speyr",0,0,0,,0,0,1,Aleksander Sztramski,mgr,"Uniwersytet Mikołaja Kopernika",kujawsko-pomorskie
2016/23/N/HS1/02168,PRELUDIUM,12,HS1,76800,24,2,Hybrydyzacja fragmentów logiki Halperna-Shohama,0,4,1,,0,0,1,Przemysław Wałęga,mgr inż.,"Uniwersytet Warszawski",mazowieckie
2016/23/N/HS1/02180,PRELUDIUM,12,HS1,74400,36,2,Jednostkowość i treść,1,0,0,,0,0,0,Maria Matuszkiewicz,mgr,"Uniwersytet Warszawski",mazowieckie
2016/23/N/HS1/02397,PRELUDIUM,12,HS1,110280,36,2,Partycypacyjna decyzja polityczna: warunki zaangażowania obywatelskiego w dobie postpolityki.,0,0,0,,0,0,0,Jolanta Sawicka,mgr,"Uniwersytet Wrocławski",dolnośląskie
2016/23/N/HS1/02887,PRELUDIUM,12,HS1,84393,24,2,O społeczno-kulturowym uwikłaniu potocznych teorii umysłu. Dyskusja o granicach uniwersalności i powszechności pojęć i atrybucji mentalnych.,2,1,0,,0,0,1,Robert Mirski,mgr,"Katolicki Uniwersytet Lubelski",lubelskie
2016/23/N/HS1/02941,PRELUDIUM,12,HS1,76639,24,2,"Intertekstualizm pomiędzy Księgą Mądrości a Listem do Rzymian: analiza, ewaluacja oraz interpretacja",0,0,0,,0,0,1,Mateusz Krawczyk,mgr,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie",mazowieckie
2016/23/N/HS2/01046,PRELUDIUM,12,HS2,75200,24,2,Język figuratywny w mowie skierowanej do dzieci na przykładzie wypowiedzi ironicznych - analiza korpusów Child Language Data Exchange System,0,0,0,,0,0,0,Natalia Banasik,mgr,"Uniwersytet Warszawski",mazowieckie
2016/23/N/HS2/01164,PRELUDIUM,12,HS2,145936,36,2,Sztuka polska wobec surrealizmu. Analiza wybranych wątków polskiej sztuki lat 40. XX wieku w kontekście międzynarodowego surrealizmu oraz współczesnych dyskusji krytyczno-literackich.,0,0,0,,0,0,0,Dorota Jarecka,mgr,"Instytut Badań Literackich PAN",mazowieckie
2016/23/N/HS2/01369,PRELUDIUM,12,HS2,99554,24,2,Edytorstwo muzyczne w Krakowie w latach 1850–1918,0,0,0,,0,0,1,Michał Lewicki,mgr,"Uniwersytet Jagielloński",małopolskie
2016/23/N/HS2/01372,PRELUDIUM,12,HS2,73224,24,3,Syberyjskie miasto radzieckie. Między projektem nowoczesnym a świadomością utopijną,0,0,1,,0,0,0,Kinga Nędza-Sikoniowska,dr,"Uniwersytet Jagielloński",małopolskie
2016/23/N/HS2/01538,PRELUDIUM,12,HS2,55640,24,2,Badanie elektryczności jako praktyka naukowa oraz źródło metafor w prasie popularnonaukowej i filozofii mesjanizmu (1750-1850),1,0,0,,0,0,1,Piotr Urbanowicz,mgr,"Uniwersytet Jagielloński",małopolskie
2016/23/N/HS2/01798,PRELUDIUM,12,HS2,88040,36,2,"Powojenna literatura polska w świetle kryptotekstów (na podstawie biuletynów Głównego Urzędu Kontroli Prasy, Publikacji i Widowisk z lat 1945-1956)",2,0,0,,0,0,0,Anna Wiśniewska-Grabarczyk,mgr,"Uniwersytet Łódzki",łódzkie
